,id,type,special_spot_condition,mission_buff_condition,person_condition
1479,913060791,3,"1020101*==0,1020201*>0,1020301*==0",,
1480,913060891,3,"1020101*==0,1020201*==0,1020301*>0",,
1481,913060991,3,9130604*>0,,
1482,920000180,4,,9200001*==0,
1483,920000181,4,,9200001*>0,
1484,920000190,3,9200001*==0,,
1485,920000191,3,9200001*>0,,
1486,920000280,4,,9200002*==0,
1487,920000281,4,,9200002*>0,
1488,930000190,3,9300001*==0,,
1489,930000191,3,9300001*>0,,
1490,930000290,3,9300002*==0,,
1491,930000291,3,9300002*>0,,
1492,930000390,3,9300003*==0,,
1493,930000391,3,9300003*>0,,
1494,930000490,3,9300004*==0,,
1495,930000491,3,9300004*>0,,
1496,930000590,3,9300005*==0,,
1497,930000591,3,9300005*>0,,
1498,930000690,3,9300006*==0,,
1499,930000691,3,9300006*>0,,
1500,930000790,3,9300007*==0,,
1501,930000791,3,9300007*>0,,
1502,930000890,3,9300008*==0,,
1503,930000891,3,9300008*>0,,
1504,930000990,3,9300009*==0,,
1505,930000991,3,9300009*>0,,
1506,930001090,3,9300010*==0,,
1507,930001091,3,9300010*>0,,
1508,930001190,3,9300011*==0,,
1509,930001191,3,9300011*>0,,
1510,930001290,3,9300012*==0,,
1511,930001291,3,9300012*>0,,
1512,930001390,3,9300013*==0,,
1513,930001391,3,9300013*>0,,
1514,933210100,3,9332101*==0,,
1515,933210101,3,9332101*>0,,
1516,933210200,3,9332102*==0,,
1517,933210201,3,9332102*>0,,
1518,933210300,3,9332103*==0,,
1519,933210301,3,9332103*>0,,
1520,933210400,3,9332104*==0,,
1521,933210401,3,9332104*>0,,
1522,933210600,3,9332106*==0,,
1523,933210601,3,9332106*>0,,
1524,933210700,3,9332107*==0,,
1525,933210701,3,9332107*>0,,
1526,933210800,3,9332108*==0,,
1527,933210801,3,9332108*>0,,
1528,933210900,3,9332109*==0,,
1529,933210901,3,9332109*>0,,
1530,933211000,3,9332110*==0,,
1531,933211001,3,9332110*>0,,
1532,933211100,3,9332111*==0,,
1533,933211101,3,9332111*>0,,
1534,933211600,3,9332116*==0,,
1535,933211601,3,9332116*>0,,
1536,933300000,3,9333000*==0,,
1537,933300001,3,9333000*>0,,
1538,933300100,3,9333001*==0,,
1539,933300101,3,9333001*>0,,
1540,933301000,3,9333010*==0,,
1541,933301001,3,9333010*>0,,
1542,933301100,3,9333011*==0,,
1543,933301101,3,9333011*>0,,
1544,933320000,3,9333200*==0,,
1545,933320001,3,9333200*>0,,
1546,933320100,3,9333201*==0,,
1547,933320101,3,9333201*>0,,
1548,933321000,3,9333210*==0,,
1549,933321001,3,9333210*>0,,
1550,933321100,3,9333211*==0,,
1551,933321101,3,9333211*>0,,
1552,933322000,3,9333220*==0,,
1553,933322001,3,9333220*>0,,
1554,933322100,3,9333221*==0,,
1555,933322101,3,9333221*>0,,
1556,933323000,3,9333230*==0,,
1557,933323001,3,9333230*>0,,
1558,933323100,3,9333231*==0,,
1559,933323101,3,9333231*>0,,
1560,933324000,3,9333240*==0,,
1561,933324001,3,9333240*>0,,
1562,933324100,3,9333241*==0,,
1563,933324101,3,9333241*>0,,
1564,933360100,3,9333601*==0,,
1565,933360101,3,9333601*>0,,
1566,933360200,3,9333602*==0,,
1567,933360201,3,9333602*>0,,
1568,933360300,3,9333603*==0,,
1569,933360301,3,9333603*>0,,
1570,933360400,3,9333604*==0,,
1571,933360401,3,9333604*>0,,
1572,933530290,3,9335302*==0,,
1573,933530291,3,9335302*>0,,
1574,933610190,3,"1010100*>0,1010101*==0,1010201*==0",,
1575,933610191,3,"1010200*>0,1010101*==0,1010201*==0",,
1576,933900200,3,9333002*==0,,
1577,933900201,3,9333002*>0,,
1578,936170101,3,9361701*>0,,
1579,936170201,3,9361702*>0,,
1580,936170301,3,9361703*>0,,
1581,936170401,3,9361704*>0,,
1582,936170501,3,9361705*>0,,
1583,936170601,3,9361706*>0,,
1584,936170701,3,9361707*>0,,
1585,936170801,3,9361708*>0,,
1586,936171101,3,9361711*>0,,
1587,936171201,3,9361712*>0,,
1588,936171301,3,9361713*>0,,
1589,936171401,3,9361714*>0,,
1590,936171501,3,9361715*>0,,
1591,936171601,3,9361716*>0,,
1592,936171701,3,9361717*>0,,
1593,936171801,3,9361718*>0,,
1594,936171901,3,9361719*>0,,
1595,936172001,3,9361720*>0,,
1596,936172101,3,9361721*>0,,
1597,936172201,3,9361722*>0,,
1598,936173100,3,9361731*==0,,
1599,936173101,3,9361731*>0,,
1600,936173200,3,9361732*==0,,
1601,936173201,3,9361732*>0,,
1602,936173300,3,9361733*==0,,
1603,936173301,3,9361733*>0,,
1604,936173400,3,9361734*==0,,
1605,936173401,3,9361734*>0,,
1606,936173500,3,9361735*==0,,
1607,936173501,3,9361735*>0,,
1608,936173600,3,9361736*==0,,
1609,936173601,3,9361736*>0,,
1610,936173700,3,9361737*==0,,
1611,936173701,3,9361737*>0,,
1612,936173800,3,9361738*==0,,
1613,936173801,3,9361738*>0,,
1614,936173900,3,9361739*==0,,
1615,936173901,3,9361739*>0,,
1616,936174000,3,9361740*==0,,
1617,936174001,3,9361740*>0,,
1618,936174100,3,9361741*==0,,
1619,936174101,3,9361741*>0,,
1620,936174200,3,9361742*==0,,
1621,936174201,3,9361742*>0,,
1622,936175100,3,9361751*==0,,
1623,936175101,3,9361751*>0,,
1624,936175200,3,9361752*==0,,
1625,936175201,3,9361752*>0,,
1626,936175300,3,9361753*==0,,
1627,936175301,3,9361753*>0,,
1628,936175400,3,9361754*==0,,
1629,936175401,3,9361754*>0,,
1630,936175500,3,9361755*==0,,
1631,936175501,3,9361755*>0,,
1632,936175600,3,9361756*==0,,
1633,936175601,3,9361756*>0,,
1634,936175700,3,9361757*==0,,
1635,936175701,3,9361757*>0,,
1636,936175800,3,9361758*==0,,
1637,936175801,3,9361758*>0,,
1638,936175900,3,9361759*==0,,
1639,936175901,3,9361759*>0,,
1640,936176000,3,9361760*==0,,
1641,936176001,3,9361760*>0,,
1642,936176100,3,9361761*==0,,
1643,936176101,3,9361761*>0,,
1644,936176200,3,9361762*==0,,
1645,936176201,3,9361762*>0,,
1646,936180101,3,9361801*>0,,
1647,936180201,3,9361804*>0,,
1648,936180301,4,,1000006*>0,
1649,936180302,2,,1000006*>0,
1650,936180501,4,,1000006*==0,
1651,936200101,3,9362001*>0,,
1652,936200200,3,9362002*==0,,
1653,936201001,3,9362010*>0,,
1654,936201101,3,9362011*>0,,
1655,936201201,3,9362012*>0,,
1656,936203101,3,9362031*>0,,
1657,936203201,3,9362032*>0,,
1658,936340000,3,9363400*==0,,
1659,936340101,3,9363401*>0,,
1660,936340201,3,9363402*>0,,
1661,936380191,3,"1000100*>0,100300*==0,1000001*==0,1000068*>0",,
1662,936380291,3,"1000200*>0,100300*==0,1000001*==0,1000068*>0",,
1663,936390001,3,"1000100*>0,1000068*>0,1000001*==0,9300001*>0,9300002*==0",,
1664,936390002,3,"1000200*>0,1000068*>0,1000001*==0,9300001*>0,9300002*==0",,
1665,936390003,3,"1000100*>0,1000068*>0,1000001*==0,9300002*>0,9300001*==0",,
1666,936390004,3,"1000200*>0,1000068*>0,1000001*==0,9300002*>0,9300001*==0",,
1667,936390005,3,"1000100*>0,1000068*>0,1000001*==0,9300001*>0",,
1668,936390006,3,"1000200*>0,1000068*>0,1000001*==0,9300001*>0",,
1669,936390007,3,"1000100*>0,1000068*>0,1000001*==0,9300002*>0",,
1670,936390008,3,"1000200*>0,1000068*>0,1000001*==0,9300002*>0",,
1671,936390190,3,9363901*==0,,
1672,936390191,3,9363901*>0,,
1673,936390290,3,9363902*==0,,
1674,936390291,3,9363902*>0,,
1675,937020101,3,9370201*>0,,
1676,937021101,3,9370211*>0,,
1677,937022100,3,9370221*==0,,
1678,937022101,3,9370221*>0,,
1679,937023100,3,9370231*==0,,
1680,937023101,3,9370231*>0,,
1681,937040101,3,9370401*>0,,
1682,937041101,3,9370411*>0,,
1683,937042100,3,9370421*==0,,
1684,937042101,3,9370421*>0,,
1685,937043100,3,9370431*==0,,
1686,937043101,3,9370431*>0,,
1687,937050101,3,9370501*>0,,
1688,937050201,3,9370502*>0,,
1689,937050301,3,9370503*>0,,
1690,937050401,3,9370504*>0,,
1691,937051101,3,9370511*>0,,
1692,937051201,3,9370512*>0,,
1693,937051301,3,9370513*>0,,
1694,937051401,3,9370514*>0,,
1695,937052100,3,9370521*==0,,
1696,937052101,3,9370521*>0,,
1697,937052200,3,9370522*==0,,
1698,937052201,3,9370522*>0,,
1699,937052300,3,9370523*==0,,
1700,937052301,3,9370523*>0,,
1701,937052400,3,9370524*==0,,
1702,937052401,3,9370524*>0,,
1703,937053100,3,9370531*==0,,
1704,937053101,3,9370531*>0,,
1705,937053200,3,9370532*==0,,
1706,937053201,3,9370532*>0,,
1707,937053300,3,9370533*==0,,
1708,937053301,3,9370533*>0,,
1709,937053400,3,9370534*==0,,
1710,937053401,3,9370534*>0,,
1711,937060101,3,9370601*>0,,
1712,937060201,3,9370602*>0,,
1713,937061001,3,9370610*>0,,
1714,937061101,3,9370611*>0,,
1715,937061201,3,9370612*>0,,
1716,937062100,3,9370621*==0,,
1717,937062101,3,9370621*>0,,
1718,937062200,3,9370622*==0,,
1719,937062201,3,9370622*>0,,
1720,937062301,3,9370623*>0,,
1721,937062401,3,9370624*>0,,
1722,937063100,3,9370631*==0,,
1723,937063101,3,9370631*>0,,
1724,937063200,3,9370632*==0,,
1725,937063201,3,9370632*>0,,
1726,940000190,3,9400001*==0,,
1727,940000191,3,9400001*>0,,
1728,940000290,3,9400002*==0,,
1729,940000291,3,9400002*>0,,
1730,940000390,3,9400003*==0,,
1731,940000391,3,9400003*>0,,
1732,940000490,3,9400004*==0,,
1733,940000491,3,9400004*>0,,
1734,940000590,3,9400005*==0,,
1735,940000591,3,9400005*>0,,
1736,940000690,3,9400006*==0,,
1737,940000691,3,9400006*>0,,
1738,940000790,3,9400007*==0,,
1739,940000791,3,9400007*>0,,
1740,940000890,3,9400008*==0,,
1741,940000891,3,9400008*>0,,
1742,940000990,3,9400009*==0,,
1743,940000991,3,9400009*>0,,
1744,940001090,3,9400010*==0,,
1745,940001091,3,9400010*>0,,
1746,940001190,3,9400011*==0,,
1747,940001191,3,9400011*>0,,
1748,940001290,3,9400012*==0,,
1749,940001291,3,9400012*>0,,
1750,940001390,3,9400013*==0,,
1751,940001391,3,9400013*>0,,
1752,940001490,3,9400014*==0,,
1753,940001491,3,9400014*>0,,
1754,940001590,3,9400015*==0,,
1755,940001591,3,9400015*>0,,
1756,940001690,3,9400016*==0,,
1757,940001691,3,9400016*>0,,
1758,941020190,3,9410201*==0,,
1759,941020191,3,9410201*>0,,
1760,941021790,3,9410217*==0,,
1761,941021791,3,9410217*>0,,
1762,941021890,3,9410218*==0,,
1763,941021891,3,9410218*>0,,
1764,941021990,3,9410219*==0,,
1765,941021991,3,9410219*>0,,
1766,941022090,3,9410220*==0,,
1767,941022091,3,9410220*>0,,
1768,941033191,4,,"9410331*>0,9410332*>0,9410333*>0",
1769,941100001,3,"1060200*>0,1020300*>0,1030400*==0",,
1770,941100002,3,"1060200*>0,1020300*>0,1040100*==0",,
1771,941100003,3,"1060200*>0,1020300*>0,1050100*==0",,
1772,941100004,3,"1060200*>0,1020400*>0,1030100*>0,1040200*==0",,
1773,941100005,3,"1060200*>0,1020400*>0,1030100*>0,1050100*==0",,
1774,941100006,3,"1060200*>0,1020400*>0,1030200*>0,1050300*==0",,
1775,941100007,3,"1060200*>0,1020400*>0,1030200*>0,1070100*==0",,
1776,941100008,3,"1060200*>0,1020400*>0,1030100*==0,1030200*==0",,
1777,941100009,3,"1060200*>0,1030300*>0,1020400*==0",,
1778,941100010,3,"1060200*>0,1030300*>0,1040100*==0",,
1779,941100011,3,"1060200*>0,1030300*>0,1050100*==0",,
1780,941100012,3,"1060200*>0,1030400*>0,1020100*==0",,
1781,941100013,3,"1060200*>0,1030400*>0,1040200*==0",,
1782,941100014,3,"1060200*>0,1030400*>0,1050100*==0",,
1783,941100015,3,"1060200*>0,1030100*>0,1020100*==0",,
1784,941100016,3,"1060200*>0,1030100*>0,1050300*==0",,
1785,941100017,3,"1060200*>0,1030100*>0,1070100*==0",,
1786,941100018,3,"1060200*>0,1040400*>0,1020400*==0",,
1787,941100019,3,"1060200*>0,1040400*>0,1030400*==0",,
1788,941100020,3,"1060200*>0,1040400*>0,1050100*==0",,
1789,941100021,3,"1060200*>0,1040100*>0,1020100*==0",,
1790,941100022,3,"1060200*>0,1040100*>0,1030100*==0",,
1791,941100023,3,"1060200*>0,1040100*>0,1050100*==0",,
1792,941100024,3,"1060200*>0,1050400*>0,1020400*>0,1030400*==0",,
1793,941100025,3,"1060200*>0,1050400*>0,1020400*>0,1040100*==0",,
1794,941100026,3,"1060200*>0,1050400*>0,1020100*>0,1030100*==0",,
1795,941100027,3,"1060200*>0,1050400*>0,1020100*>0,1040200*==0",,
1796,941100028,3,"1060200*>0,1050400*>0,1020100*==0,1020400*==0",,
1797,941100029,3,"1060200*>0,1050200*>0,1020100*==0",,
1798,941100030,3,"1060200*>0,1050200*>0,1030200*==0",,
1799,941100031,3,"1060200*>0,1050200*>0,1070100*==0",,
1800,941100032,3,"1060100*>0,1020100*==0,1020400*==0",,
1801,941100033,3,"1060100*>0,1020400*==0,1020100*>0,1030100*==0,1030200*==0",,
1802,941100034,3,"1060100*>0,1020400*==0,1020100*>0,1030100*==0,1030200*==0",,
1803,941100035,3,"1060100*>0,1020400*>0,1030400*==0",,
1804,941100036,3,"1060100*>0,1020400*>0,1040100*==0",,
1805,941100037,3,"1060100*>0,1020400*>0,1050100*==0",,
1806,941100038,3,"1060100*>0,1020100*>0,1030100*>0,1040200*==0",,
1807,941100039,3,"1060100*>0,1020100*>0,1030100*>0,1050100*==0",,
1808,941100040,3,"1060100*>0,1020100*>0,1030200*>0,1050300*==0",,
1809,941100041,3,"1060100*>0,1020100*>0,1030200*>0,1070100*==0",,
1810,941100042,3,"1060200*>0,1070200*>0,1020100*==0",,
1811,941100043,3,"1060200*>0,1070200*>0,1030200*==0",,
1812,941100044,3,"1060200*>0,1070200*>0,1050300*==0",,
1813,941100045,3,1060100*>0,,
1814,941100046,3,"1060200*>0,1020300*>0,1030400*>0,1040100*>0,1050100*>0",,
1815,941100047,3,"1060200*>0,1020400*>0,1030100*>0,1040200*>0,1050100*>0",,
1816,941100048,3,"1060200*>0,1020400*>0,1030300*>0,1040100*>0,1050100*>0",,
1817,941100049,3,"1060200*>0,1020100*>0,1030400*>0,1040200*>0,1050100*>0",,
1818,941100050,3,"1060200*>0,1020100*>0,1030100*>0,1050300*>0,1070100*>0",,
1819,941100051,3,"1060200*>0,1020400*>0,1030400*>0,1040400*>0,1050100*>0",,
1820,941100052,3,"1060200*>0,1020100*>0,1030100*>0,1040100*>0,1050100*>0",,
1821,941100053,3,"1060200*>0,1020400*>0,1030400*>0,1040100*>0,1050400*>0",,
1822,941100054,3,"1060200*>0,1020100*>0,1030200*>0,1050200*>0,1070100*>0",,
1823,941100055,3,"1060100*>0,1020400*>0,1030400*>0,1040100*>0,1050100*>0",,
1824,941100056,3,"1060200*>0,1020100*>0,1030200*>0,1050300*>0,1070200*>0",,
1825,941100057,3,"1060100*>0,1020100*>0,1030100*>0,1040200*>0,1050100*>0",,
1826,941100058,3,"1060100*>0,1020100*>0,1030200*>0,1050300*>0,1070100*>0",,
1827,941110190,3,"1000800*==0,1000900*==0,1001000*==0,1010300*>0",,
1828,941110191,3,"1010101*==0,1010301*==0",,
1829,941110192,3,"1010201*==0,1010301*==0",,
1830,941110193,3,"1010101*>0,1010201*>0",,
1831,941110194,3,"1010101*>0,1010301*>0",,
1832,941110195,3,"1010201*>0,1010301*>0",,
1833,941110196,3,"1020100*==0,1020200*>0,1020600*>0,1020700*>0,1020800*==0",,
1834,941110197,3,"1020100*>0,1020300*>0,1020400*==0,1020500*==0,1020600*==0,1020700*>0",,
1835,941110198,3,"1020100*==0,1020200*==0,1020300*==0,1020400*>0,1020500*==0,1020600*==0,1020700*>0",,
1836,949010191,3,9490101*>0,,
1837,949010280,4,,9490102*==0,
1838,949010281,4,,9490102*>0,
1839,949010291,3,9490102*>0,,
1840,949010380,4,,9490103*==0,
1841,949010381,4,,9490103*>0,
1842,949010490,3,9490102*==0,,
1843,949020181,4,,9490201*>0,
1844,949020491,3,9490204*>0,,
1845,949020591,3,9490205*>0,,
1846,950000190,3,9500001*==0,,
1847,950000191,3,9500001*>0,,
