,id,reward_gun_pool,equip_s_probability,draw_event_s_id,enemy_leader,if_stay,correction_belong,correction_turn,limit_guns,limit_equips,ai,ai_content,enemy_type_display,use_building,use_building_skill,team_confrontfun_pic,team_confrontfun_des,effect_ext,targettrain_cancollect,fight_type,type_coef
4300,363204,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,279,284,0",,0,10036,0,,,"279,284",,0,,,,,,,0,1,0,
4301,363205,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,279,284,0",,0,10057,0,,,"279,284",,0,,,,,,,0,1,0,
4302,363206,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10039,0,,,0,,0,,,,,,,0,1,0,
4303,363207,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10034,0,,,0,,0,,,,,,,0,1,0,
4304,363208,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10039,0,,,0,,0,,,,,,,0,1,0,
4305,363209,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,279,284,168,100",,0,10034,0,,,"279,284",,0,,,,,,,0,1,0,
4306,363210,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10036,0,,,0,,0,,,,,,,0,1,0,
4307,363301,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,268,271,103,118,72",,0,10028,0,,,"268,271",,0,,,,,,,0,1,0,
4308,363302,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10026,0,,,0,,0,,,,,,,0,1,0,
4309,363303,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10051,0,,,0,,0,,,,,,,0,1,0,
4310,363304,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10051,0,,,0,,0,,,,,,,0,1,0,
4311,363305,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10051,0,,,0,,0,,,,,,,0,1,0,
4312,363306,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10052,0,,,0,,0,,,,,,,0,1,0,
4313,363307,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,268,271,0",,0,10052,1,,,"268,271",,0,,,,,,,0,1,0,
4314,363308,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10028,0,,,0,,0,,,,,,,0,1,0,
4315,363309,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10051,0,,,0,,0,,,,,,,0,1,0,
4316,363310,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,268,271,0",,0,10051,1,,,"268,271",,0,,,,,,,0,1,0,
4317,363401,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,277,278,39,69,60",,0,10028,0,,,"277,278",,0,,,,,,,0,1,0,
4318,363402,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10026,0,,,0,,101,"84255,84240,84266,84262,84260,84238",,,,,,0,1,0,
4319,363403,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10051,0,,,0,,101,"84239,84241,84246,84244,84238",,,,,,0,1,0,
4320,363404,,,0,10051,0,,,,,0,,,,,,,0,1,0,
4321,363405,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10028,0,,,0,,101,"84249,84265,84252,84251,84238",,,,,,0,1,0,
4322,363406,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,277,278,0",,0,10052,0,,,"277,278",,0,,,,,,,0,1,0,
4323,363407,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,277,278,0",,0,10052,1,,,"277,278",,0,,,,,,,0,1,0,
4324,363408,,,0,10028,0,,,,,0,,,,,,,0,1,0,
4325,363409,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10051,0,,,0,,0,,,,,,,0,1,0,
4326,363410,,,0,10051,1,,,,,0,,,,,,,0,1,0,
4327,363421,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10050,0,,,0,,101,"84247,84257,84247",1,,,,,0,1,0,
4328,363422,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10050,0,,,0,,101,"84242,84258,84242",1,,,,,0,1,0,
4329,363503,,,0,10028,1,,,,,0,,0,,,,,0,1,0,
4330,363504,,,0,10026,1,,,,,0,,0,,,,,0,1,0,
4331,363505,,,0,10051,1,,,,,0,,0,,,,,0,1,0,
4332,363506,,,0,10052,1,,,,,0,,0,,,,,0,1,0,
4333,363507,,,0,10030,1,,,,,0,,0,,,,,0,1,0,
4334,363508,,,0,10027,1,,,,,0,,0,,,,,0,1,0,
4335,363601,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,39,85,69",,0,10052,0,,,0,,103,,0,,,,,0,1,0,
4336,363602,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10028,0,,,0,,103,,0,,,,,0,1,0,
4337,363603,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10025,0,,,0,,103,,0,,,,,0,1,0,
4338,363604,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10033,0,,,0,,103,,0,,,,,0,1,0,
4339,363605,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10008,0,,,0,,103,,0,,,,,0,1,0,
4340,363606,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10035,0,,,0,,103,,0,,,,,0,1,0,
4341,363607,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10003,0,,,0,,103,,0,,,,,0,1,0,
4342,363608,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10012,0,,,0,,103,,0,,,,,0,1,0,
4343,363609,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10016,0,,,0,,103,,0,,,,,0,1,0,
4344,363610,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,900032,0,,,0,,103,,0,,,,,0,1,0,
4345,363702,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,23,66,36",,0,10031,0,,,0,,103,,0,,,,,0,1,0,
4346,363703,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10027,0,,,0,,103,,0,,,,,0,1,0,
4347,363704,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10050,0,,,0,,103,,0,,,,,0,1,0,
4348,363705,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10025,0,,,0,,103,,0,,,,,0,1,0,
4349,363706,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10016,0,,,0,,103,,0,,,,,0,1,0,
4350,363707,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900036,0,,,0,,103,,0,,,,,0,1,0,
4351,363708,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10035,0,,,0,,103,,0,,,,,0,1,0,
4352,363709,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10006,0,,,0,,103,,0,,,,,0,1,0,
4353,363710,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10005,0,,,0,,103,,0,,,,,0,1,0,
4354,363711,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900182,1,,,0,,103,,0,,,,,0,1,0,
4355,370101,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13001,0,,,,,103,,0,,,,,0,1,0,
4356,370102,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,102,0",,548,10006,0,,,102,,103,,0,,,,,0,1,0,
4357,370103,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10001,0,,,,,103,,0,,,,,0,1,0,
4358,370104,,,0,10007,0,,,,,103,,0,,,,,0,1,0,
4359,370201,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,177,0",,548,13002,0,,,177,,0,,0,,,,,0,1,0,
4360,370202,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10008,0,,,,,102,1,0,,,,,0,1,0,
4361,370203,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,177,36,103",,548,10002,0,,,177,,101,"70618,70617,70614",0,,,,,0,1,0,
4362,370204,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10007,0,,,,,101,"70620,70621,70632,70619,70620",0,,,,,0,1,0,
4363,370301,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10029,0,,,,,102,1,0,,,,,0,1,0,
4364,370302,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,136,0",,548,10029,0,,,136,,102,1,0,,,,,0,1,0,
4365,370303,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,136,168,100",,548,10021,0,,,136,,102,1,0,,,,,0,1,0,
4366,370304,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10022,0,,,,,102,1,0,,,,,0,1,0,
4367,370401,,,0,13002,0,,,,,103,,0,,,,,0,1,0,
4368,370402,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,204,150,78",,549,10016,0,,,204,,102,1,0,,,,,0,1,0,
4369,370403,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,204,0",,549,10015,0,,,204,,102,1,0,,,,,0,1,0,
4370,370404,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10016,0,,,,,102,1,0,,,,,0,1,0,
4371,370405,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,900026,0,,,,,101,"70817,70818,70819",1,,,,,0,1,0,
4372,370406,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,900026,0,,,,,101,"70819,70812,70815",1,,,,,0,1,0,
4373,370407,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,900026,0,,,,,101,"70815,70814,70813",1,,,,,0,1,0,
4374,370501,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,211,0",,549,10012,0,,,211,,102,1,0,,,,,0,1,0,
4375,370502,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,211,39,23",,549,10008,0,,,211,,102,1,0,,,,,0,1,0,
4376,370503,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,13002,0,,,,,102,1,0,,,,,0,1,0,
4377,370504,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13002,0,,,,,102,1,0,,,,,0,1,0,
4378,370601,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,73,0",,549,10015,0,,,73,,102,1,0,,,,,0,1,0,
4379,370602,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10016,0,,,,,102,1,0,,,,,0,1,0,
4380,370603,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,73,118,85",,549,900026,0,,,73,,102,1,0,,,,,0,1,0,
4381,370604,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,900026,0,,,,,102,1,0,,,,,0,1,0,
4382,381401,,,0,13105,1,,,,,0,,,,,,,0,1,0,
4383,381402,,,0,13101,0,,,,,102,3,,,,,,0,1,0,
4384,381403,,,0,13101,0,,,,,102,3,,,,,,0,1,0,
4385,381404,,,0,13101,0,,,,,102,3,,,,,,0,1,0,
4386,381503,,,0,90001,1,,,,,0,,,,,,,0,1,0,
4387,381504,,,0,90001,1,,,,,0,,,,,,,0,1,0,
4388,381603,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13101,0,,,,,0,,,,,,,0,1,0,
4389,381604,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1027,150,78",,302,13103,0,,,1027,,0,,,,,,,0,1,0,
4390,381605,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13102,0,,,,,0,,,,,,,0,1,0,
4391,381606,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,13103,0,,,,,0,,,,,,,0,1,0,
4392,381607,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1027,150,78",,302,11003,0,,,1027,,0,,,,,,,0,1,0,
4393,381608,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1027,0",,302,13102,0,,,1027,,0,,,,,,,0,1,0,
4394,381609,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13101,0,,,,,0,,,,,,,0,1,0,
4395,381701,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900223,0,,,,,102,7,,381703,381704,,,0,1,0,
4396,381702,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13103,0,,,,,101,"91864,91863",,381701|381702,381704|381704,,,0,1,0,
4397,381703,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13101,0,,,,,102,7,,,,,,0,1,0,
4398,381704,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,13101,0,,,,,102,7,,,,,,0,1,0,
4399,381705,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1026,0",,302,13102,0,,,1026,,102,7,,,,,,0,1,0,
4400,381706,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13102,0,,,,,102,7,,,,,,0,1,0,
4401,381707,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13103,0,,,,,102,7,,,,,,0,1,0,
4402,381708,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1026,0",,302,13101,0,,,1026,,102,7,,,,,,0,1,0,
4403,381709,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1026,88,85,118",,302,13102,0,,,1026,,102,7,,,,,,0,1,0,
4404,381710,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,13103,0,,,,,102,7,,,,,,0,1,0,
4405,381801,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13101,0,,,,,102,7,,,,,,0,1,0,
4406,381802,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,259,26,1,69",,302,13103,0,,,259,,102,7,,,,,,0,1,0,
4407,381803,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,259,0",,302,13103,0,,,259,,102,7,,,,,,0,1,0,
4408,381804,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,13101,0,,,,,102,7,,,,,,0,1,0,
4409,381805,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13102,0,,,,,102,7,,,,,,0,1,0,
4410,381806,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,259,0",,302,13103,0,,,259,,102,7,,,,,,0,1,0,
4411,381807,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13101,0,,,,,102,7,,,,,,0,1,0,
4412,381808,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13102,0,,,,,102,7,,,,,,0,1,0,
4413,381809,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13103,0,,,,,102,7,,,,,,0,1,0,
4414,381901,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,207,39,23,168",,300,900222,0,,,207,,101,"91753,91754,91756,91755,91753",,,,,,0,1,0,
4415,381902,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,207,0",,300,13101,0,,,207,,101,"91753,91752,91751,91754,91756,91757,91755,91753",,,,,,0,1,0,
4416,381903,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,13103,0,,,,,101,"91753,91752,91751,91754,91756,91757,91755,91753",,,,,,0,1,0,
4417,381904,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13101,0,,,,,101,"91772,91771",,,,,,0,1,0,
4418,381905,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,207,0",,300,13102,0,,,207,,101,"91745,91744",,,,,,0,1,0,
4419,381906,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13101,0,,,,,0,,,,,,,0,1,0,
4420,381907,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,207,0",,300,13101,0,,,207,,0,,,,,,,0,1,0,
4421,381908,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13102,0,,,,,0,,,,,,,0,1,0,
4422,381909,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13103,0,,,,,0,,,,,,,0,1,0,
4423,381910,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13103,0,,,,,0,,,,,,,0,1,0,
4424,381911,,,0,13102,0,,,,,0,,,,,,,0,1,0,
4425,381912,,,0,13102,0,,,,,0,,,,,,,0,1,0,
4426,382001,,,0,900220,1,,,,,0,,,,,,,0,1,0,
4427,382002,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10022,0,,,,,102,1,,,,,,0,1,0,
4428,382003,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10022,0,,,,,102,1,,,,,,0,1,0,
4429,382004,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10022,0,,,,,102,1,,,,,,0,1,0,
4430,382005,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10022,0,,,,,102,1,,,,,,0,1,0,
4431,382006,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,234,66,100,75",,302,10023,0,,,234,,102,1,,,,,,0,1,0,
4432,382007,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10023,0,,,,,102,1,,,,,,0,1,0,
4433,382008,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,234,0",,302,10023,0,,,234,,102,1,,,,,,0,1,0,
4434,382009,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10023,0,,,,,102,1,,,,,,0,1,0,
4435,382010,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10023,0,,,,,102,1,,,,,,0,1,0,
4436,382011,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,234,0",,302,10023,0,,,234,,102,1,,,,,,0,1,0,
4437,382012,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,234,0",,302,10023,0,,,234,,102,1,,,,,,0,1,0,
4438,382013,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,234,0",,302,10023,0,,,234,,102,1,,,,,,0,1,0,
4439,382014,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,234,0",,302,10023,0,,,234,,102,1,,,,,,0,1,0,
4440,382015,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,234,0",,302,10023,0,,,234,,102,1,,,,,,0,1,0,
4441,390101,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10031,1,,,,,101,"91526,91531,91576,91577,91575,91574,91573,91572,91532,91529,91513,91514,91526",1,,,,,0,1,0,
4442,390102,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10031,1,,,,,101,"91542,91546,91559,91597,91596,91595,91594,91593,91548,91544,91522,91523,91542",1,,,,,0,1,0,
4443,390103,,,0,10031,1,,,,,103,,0,,,,,0,1,0,
4444,390104,,,0,10027,1,,,,,103,,0,,,,,0,1,0,
4445,390105,,,0,10033,1,,,,,103,,0,,,,,0,1,0,
4446,390106,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,12052,1,,,,,103,,0,,,,,0,1,0,
4447,390107,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,12050,1,,,,,103,,0,,,,,0,1,0,
4448,390108,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,12054,1,,,,,103,,0,,,,,0,1,0,
4449,390109,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10071,1,,,,,103,,0,,,,,0,1,0,
4450,390110,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,11026,1,,,,,103,,0,,,,,0,1,0,
4451,390111,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10033,1,,,,,103,,0,,,,,0,1,0,
4452,390112,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10027,1,,,,,103,,0,,,,,0,1,0,
4453,390113,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,11001,1,,,,,103,,0,,,,,0,1,0,
4454,390114,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,11004,1,,,,,103,,0,,,,,0,1,0,
4455,390115,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,11011,1,,,,,103,,0,,,,,0,1,0,
4456,390116,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,11018,1,,,,,103,,0,,,,,0,1,0,
4457,390117,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,11017,1,,,,,103,,0,,,,,0,1,0,
4458,390118,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,11008,1,,,,,103,,0,,,,,0,1,0,
4459,390119,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,900032,1,,,,,103,,0,,,,,0,1,0,
4460,390120,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,900093,1,,,,,101,"91510,91553,91552,91586,91585,91582,91583,91584,91580,91555,91527,91511,91510",0,,,,,0,1,0,
4461,390121,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,900094,1,,,,,101,"91518,91538,91537,91564,91565,91561,91562,91563,91557,91541,91540,91520,91518",0,,,,,0,1,0,
4462,390122,,,0,11011,1,,,,,103,,0,,,,,0,1,0,
4463,390123,,,0,11018,1,,,,,103,,0,,,,,0,1,0,
4464,390124,,,0,900032,1,,,,,103,,0,,,,,0,1,0,
4465,390125,,,0,11002,1,,,,,103,,0,,,,,0,1,0,
4466,390126,,,0,11005,1,,,,,103,,0,,,,,0,1,0,
4467,390127,,,0,11003,1,,,,,103,,0,,,,,0,1,0,
4468,390128,,,0,900032,1,,,,,103,,0,,,,,0,1,0,
4469,390129,,,0,900032,1,,,,,103,,0,,,,,0,1,0,
4470,390130,,,0,11018,1,,,,,103,,0,,,,,0,1,0,
4471,390131,,,0,11006,1,,,,,103,,0,,,,,0,1,0,
4472,390132,,,0,11007,1,,,,,103,,0,,,,,0,1,0,
4473,390133,,,0,11008,1,,,,,103,,0,,,,,0,1,0,
4474,390134,,,0,900032,1,,"6:10,7:20,8:20,9:20,10:20,11:20,12:20,13:20",,,103,,0,,,,,0,1,0,
4475,390135,,,0,11016,1,,"6:10,7:20,8:20,9:20,10:20,11:20,12:20,13:20",,,103,,0,,,,,0,1,0,
4476,390136,,,0,900032,1,,"6:10,7:20,8:20,9:20,10:20,11:20,12:20,13:20",,,103,,0,,,,,0,1,0,
4477,390137,,,0,11017,1,,"6:10,7:20,8:20,9:20,10:20,11:20,12:20,13:20",,,103,,0,,,,,0,1,0,
4478,390138,,,0,11008,1,,"6:10,7:20,8:20,9:20,10:20,11:20,12:20,13:20",,,103,,0,,,,,0,1,0,
