,id,defender,defender_upper,belong,hold_belong,mission_skill,battle_skill,condition,is_destroy,is_rebuild,draw_event,name,code,shifting_spot,shifting_team,battle_assist_range,performance_skill,show_info,working_special_spot,trigger_distance,active_mission_skill,inherent_mission_skill,type,is_focus,transition,belong_color,working_spot_activation,active_building_info,initial_state,pref_code,des,confront_des,squadinfoid,missionskill_on_death
816,3179022,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门III,Door_Left,"10,80","-20,0","0,0",,1,1020401,5,,1020400,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
817,3179023,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台IV,Console,"40,150","-30,0","0,0",,1,1010501,0,"1010506,1010507,1020508,1020509",1010500,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
818,3179024,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门IV,Door_Right,"-20,80","-20,0","0,0",,1,1020501,5,,1020500,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
819,3179025,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台V,Console,"40,150","-30,0","0,0",,1,1010601,0,"1010606,1010607,1020608,1020609",1010600,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
820,3179026,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门V,Door_Left,"10,80","-20,0","0,0",,1,1020601,5,,1020600,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
821,3179027,1299,1299,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",1,0,0,净化塔II,AirportTower,"-20,80","-20,0","0,5",,1,1070100,20,"1070101,1070102",1070100,11,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可进化支援净化范围内的污染源，实行净化后需要一段时间进行冷却。,本次战役中可采取的应对手段：//n重装打击,0,
822,3179028,1299,1299,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",1,0,0,净化塔VI,AirportTower,"-20,80","-20,0","0,5",,1,1070200,20,"1070201,1070202",1070200,11,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可进化支援净化范围内的污染源，实行净化后需要一段时间进行冷却。,本次战役中可采取的应对手段：//n重装打击,0,
823,3179029,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台VI,Console,"40,150","-30,0","0,0",,1,1010701,0,"1010706,1010707","1010700,1010701,1010801",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
824,3179030,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台VI,Console,"40,150","-30,0","0,0",,1,1010801,0,"1010806,1010807","1010800,1010701,1010801",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
825,3179031,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,透明兔子2,Hiding,"0,0","0,0","0,0",,0,1000200,0,,1000200,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
826,3179032,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,透明兔子3,Hiding,"0,0","0,0","0,0",,0,1000300,0,,1000300,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
827,3179033,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,透明兔子4,Hiding,"0,0","0,0","0,0",,0,1000400,0,,1000400,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
828,3179034,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,透明兔子5,Hiding,"0,0","0,0","0,0",,0,1000500,0,,1000500,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
829,6000001,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,迷兔之洞,Hole,"0,65","0,0","0,0",,0,6000003,0,,6000001,24,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,-1,,【标记】略,本次战役中无法破坏该设施,0,
830,6000002,50,50,2,1,0;0;0;0,0;0;405001;0,"0:0,1:0;0:0,1:1","1,2",0,0,炮击阵地-危险,MissileLauncher,"4,97","-30,0","1,1","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,本次战役中可采取的应对手段：//n踩点破坏、重装打击,0,
831,6000003,50,50,2,1,0;0;0;0,0;0;405001;0,"0:0,1:0;0:0,1:1","1,2",0,0,炮击阵地-危险,MissileLauncher,"4,97","-30,0","1,1","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,本次战役中可采取的应对手段：//n踩点破坏、重装打击,0,
832,6000004,50,50,2,1,0;0;6000002;0,0;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,防空阵地,ADK,"12,90","-30,0","0,2",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,对支援范围内的机场进行空域管制，受影响的机场将不能进行空降以及梯队出击、回收人质等操作。,本次战役中可采取的应对手段：//n踩点破坏、重装打击,0,
833,6000005,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X1,Console,"40,150","-30,0","0,0",,1,6000131,0,6000111,6000101,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
834,6000006,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门X1,Door_Left_S,"10,80","-20,0","0,0",,1,6000121,0,,6000102,6,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
835,6000007,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,弃置歌利亚,Boomer,"45,130","-30,0","0,0",,1,6000201,0,6000203,6000201,8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
836,6000008,99999,99999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,乱石堆I,Rock,"0,120","-30,0","0,0",,1,6000202,1,6000204,6000202,9,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,乱石堆积，阻断了道路通行。,本次战役中无法破坏该设施,0,
837,6000009,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,弃置歌利亚,Boomer,"45,130","-30,0","0,0",,1,6000211,0,6000212,6000211,8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
838,6000010,99999,99999,3,1,0;0;0;2000017,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,EMP手雷,Build_PortableEMP,"65,150","-30,0","0,0",,1,6000301,0,6000302,6000301,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
839,6000011,99999,99999,3,1,0;0;0;2000012,0;0;0;0,"0:1,1:1;0:2,1:2;0:0,1:0",0,0,0,变电站,Substation,"50,100","-30,0","0,0",,1,6030142|6030143,0,6030115,6030105,12,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;1,1",,-1,,为基站式EMP提供电源供给，发动EMP后因过载需要一段时间才能恢复正常。,本次战役中无法破坏该设施,0,
840,6000012,99999,99999,3,1,0;0;0;2000013,0;0;0;0,"0:1,1:1;0:0,1:0",0,0,0,EMP,EMP,"10,103","-30,0","0,2",,1,6030142,0,6030117,6030106,13,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,-1,,可以使用电力对范围内的敌人造成EMP冲击，造成战斗力下降、不能移动等效果。,本次战役中无法破坏该设施,0,
841,6000013,99999,99999,3,1,0;0;0;2000023,0;0;0;0,"0:0,1:0;0:0,1:0",0,0,0,传送节点 I,Portal1,"120,-30","-30,0","0,0",,1,6000317,0,6000402,6000401,23,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,【标记】略,本次战役中无法破坏该设施,0,
842,6000014,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,【标记】驻守兔子,Hiding,"0,0","0,0","0,0",,0,,0,,6000003,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
843,6000015,200,200,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",1,0,0,防御门X1,Door_Left_S,"10,80","-20,0","0,0",,1,6000121,0,,6000102,6,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中可采取的应对手段：//重装打击,0,
844,6350001,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,【标记】教学用,Hiding,"0,0","0,0","0,0",,0,,0,,6350001,5,-1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
845,6380201,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X1,Console,"40,150","-30,0","0,0",,1,,0,"6380211,6380212",6380201,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
846,6380202,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门X1,Door_Left_S,"10,80","-20,0","0,0",,1,6380221,0,,6380202,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
847,6380203,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X2,Console,"40,150","-30,0","0,0",,1,,0,"6380213,6380214",6380203,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
848,6380204,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门X2,Door_Left_S,"10,80","-20,0","0,0",,1,6380222,0,,6380204,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
849,6380205,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X1,Console,"40,150","-30,0","0,0",,1,,0,"6380215,6380216",6380205,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
850,6380206,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门X1,Door_Left_S,"10,80","-20,0","0,0",,1,6380223,0,,6380206,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
851,6390101,99999,99999,3,1,0;0;0;6390302,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,乱石堆,Rock,"0,120","-30,0","0,0",,1,6390302,1,,"6390301,6390302",9,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,乱石堆积，阻断了道路通行。,本次战役中无法破坏该设施,0,
852,6390102,99999,99999,3,1,0;0;0;6390303,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X1,Console,"40,150","-30,0","0,0",,1,,0,"6390313,6390314",6390303,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
853,6390103,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门X1,Door_Left_S,"10,80","-20,0","0,0",,1,6390323,0,,6390304,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
854,6390104,50,50,1,1,0;0;900002;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,2,,6390336,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
855,6410101,50,50,1,1,0;9100001;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子歌莉娅,Hiding,"45,100","-30,0","0,0",,1,6410102,0,6410103,6410101,8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,Boomer;弃置歌利亚I;0//c0;2000007,-1,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
856,6410102,99999,99999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",1,0,0,乱石堆,Hiding,"0,120","-30,0","0,0",,1,6410103,1,6410104,6410102,9,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,Rock;乱石堆I;0//c0;2000008,0,,乱石堆积，阻断了道路通行。,本次战役中可采取的应对手段：//n重装打击,0,
857,6410201,99999,99999,2,1,0;0;0;6410202,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,炮击阵地I,MissileLauncher,"4,97","-30,0","1,1",,1,6410201,0,,6410201,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,本次战役中无法破坏该设施,0,
858,6410301,99999,99999,2,1,0;0;0;6410202,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,炮击阵地I,MissileLauncher,"4,97","-30,0","1,1",,1,6410301,0,,6410301,1,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,本次战役中无法破坏该设施,0,
859,6410302,99999,99999,2,1,0;0;0;6410202,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,炮击阵地II,MissileLauncher,"4,97","-30,0","1,1",,1,6410302,0,,6410302,1,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,本次战役中无法破坏该设施,0,
860,6410303,99999,99999,2,1,0;0;0;6410202,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,炮击阵地III,MissileLauncher,"4,97","-30,0","1,1",,1,6410303,0,,6410303,1,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,本次战役中无法破坏该设施,0,
861,6410304,99999,99999,2,1,0;0;0;6410202,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,炮击阵地IV,MissileLauncher,"4,97","-30,0","1,1",,1,6410304,0,,6410304,1,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,本次战役中无法破坏该设施,0,
862,6410305,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子I,Hiding,"0,0","0,0","0,0",,0,6410305,0,,6410309,5,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
863,6410306,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子I,Hiding,"0,0","0,0","0,0",,0,6410306,0,,6410310,5,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
864,6410307,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子I,Hiding,"0,0","0,0","0,0",,0,6410307,0,,6410311,5,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
865,6410308,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子I,Hiding,"0,0","0,0","0,0",,0,6410308,0,,6410312,5,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
866,6410401,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X1,Console,"40,150","-30,0","0,0",,1,6410403,0,"6410411,6410412",6410401,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
867,6410402,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门X1,Door_Left_S,"10,80","-20,0","0,0",,1,6410423,0,,6410402,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
868,6410403,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X2,Console,"40,150","-30,0","0,0",,1,6410503,0,"6410511,6410512",6410501,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
869,6410404,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门X2,Door_Left_S,"10,80","-20,0","0,0",,1,6410523,0,,6410502,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
870,6410501,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,弃置歌利亚,Boomer,"45,130","-30,0","0,0",,1,6410601,0,6410611,6410601,8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
871,6410502,99999,99999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,乱石堆I,Hiding,"0,120","-30,0","0,0",,1,6410602,1,6410612,6410602,9,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,Rock;乱石堆I;0//c0;2000008,0,,乱石堆积，阻断了道路通行。,本次战役中无法破坏该设施,0,
872,6410503,99999,99999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,乱石堆I,Hiding,"0,120","-30,0","0,0",,1,6410603,1,6410613,6410603,9,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,Rock;乱石堆I;0//c0;2000008,0,,乱石堆积，阻断了道路通行。,本次战役中无法破坏该设施,0,
873,6410504,99999,99999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,乱石堆I,Hiding,"0,120","-30,0","0,0",,1,6410604,1,6410614,6410604,9,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,Rock;乱石堆I;0//c0;2000008,0,,乱石堆积，阻断了道路通行。,本次战役中无法破坏该设施,0,
874,6410601,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门X1,Door_Left_S,"10,80","-20,0","0,0",,1,6410802,0,,6410801,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
875,6410701,99999,99999,3,1,0;0;0;2000022,0;0;0;0,"0:0,1:0;0:1,1:1",0,0,0,位面电梯X1,LiftBlue,"5,20","-30,0","0,0",,1,,0,6410702,6410703,22,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以通向别的楼层。,本次战役中无法破坏该设施,0,
876,6410702,99999,99999,3,1,0;0;0;2000022,0;0;0;0,"0:0,1:0;0:1,1:1",0,0,0,位面电梯X1,LiftBlue,"5,20","-30,0","0,0",,1,,0,6410704,6410701,22,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以通向别的楼层。,本次战役中无法破坏该设施,0,
877,6410901,99999,99999,3,1,0;0;0;6410903,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X1,Console,"40,150","-30,0","0,0",,1,6410901,0,6410902,6410901,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
878,6410902,99999,99999,3,1,0;0;0;2000022,0;0;0;0,"0:1,1:1;0:1,1:1",0,0,0,位面电梯X1,LiftBlue,"5,20","-30,0","0,0",,1,,0,6410905,6410906,22,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以通向别的楼层。,本次战役中无法破坏该设施,0,
879,6410903,99999,99999,3,1,0;0;0;2000022,0;0;0;0,"0:1,1:1;0:1,1:1",0,0,0,位面电梯X1,LiftBlue,"5,20","-30,0","0,0",,1,,0,6410907,6410904,22,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以通向别的楼层。,本次战役中无法破坏该设施,0,
880,6410904,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,【标记】兔子迷兔之洞,Hole,"0,65","0,0","0,0",,1,6410907,0,,6410908,24,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,Hiding;迷之兔洞;0//c0;410909,0,,【标记】略,本次战役中无法破坏该设施,0,
881,6411001,99999,99999,3,1,0;0;0;6410903,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X1,Console,"40,150","-30,0","0,0",,1,6411001,0,6411002,6411001,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
882,6411101,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,弃置歌利亚,Boomer,"45,130","-30,0","0,0",,1,6411101,0,6411111,6411101,8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
883,6411201,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X1,Console,"40,150","-30,0","0,0",,1,6411201,0,6411206,6411201,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
884,6411202,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X2,Console,"40,150","-30,0","0,0",,1,6411202,0,6411207,6411202,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
885,6411203,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X3,Console,"40,150","-30,0","0,0",,1,6411203,0,6411208,6411203,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
886,6411204,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X4,Console,"40,150","-30,0","0,0",,1,6411204,0,6411209,6411204,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
887,6411205,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X5,Console,"40,150","-30,0","0,0",,1,6411205,0,6411210,6411205,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
888,6411301,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,电子传送台X1,Console,"40,150","-30,0","0,0",,1,,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,【标记】略,本次战役中无法破坏该设施,0,
889,6411401,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X1,Console,"40,150","-30,0","0,0",,1,6411401,0,6411404,6411401,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
890,6411402,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,控制台X2,Console,"40,150","-30,0","0,0",,1,6411402,0,6411405,6411402,7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
