,id,type,sort,item_ids,gem,mp,ammo,mre,part,bp_pay,skin,gift,gemprice,original_price,pointprice,if_cheap,quota,giftbag_name,event_code,icon,daily_quota,tips,discount,sale_starttime,sale_endtime,label,prize_id,pay_type,itemprice,on_sale_days,price_up,classification_id,description,special_daily_quota
974,4211,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,闪光的未来,dailyGiftbag,,0,,1.00,0,0,0,94211,0,0,28,0,4000,,0
975,4212,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,战火的刻痕,dailyGiftbag,,0,,1.00,0,0,0,94212,0,0,28,0,4000,,0
976,4220,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,先行者的赠礼,dailyGiftbag,,0,,1.00,0,0,0,94220,0,0,28,0,4000,,0
977,4231,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,狮鹫反抗军大衣,dailyGiftbag,,0,,1.00,0,0,0,94231,0,0,28,0,4000,,0
978,4232,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,狮鹫反抗军制服,dailyGiftbag,,0,,1.00,0,0,0,94232,0,0,28,0,4000,,0
979,4240,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,实验型军备,dailyGiftbag,,0,,1.00,0,0,0,94240,0,0,28,0,4000,,0
980,4251,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,反抗军制式下装,dailyGiftbag,,0,,1.00,0,0,0,94251,0,0,28,0,4000,,0
981,4252,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,反抗军制式裙装,dailyGiftbag,,0,,1.00,0,0,0,94252,0,0,28,0,4000,,0
982,4511,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,潇洒的分头,dailyGiftbag,,0,,1.00,0,0,0,94511,0,0,28,0,4000,,0
983,4512,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,成熟的长发,dailyGiftbag,,0,,1.00,0,0,0,94512,0,0,28,0,4000,,0
984,4520,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,生活的惊喜,dailyGiftbag,,0,,1.00,0,0,0,94520,0,0,28,0,4000,,0
985,4531,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,未来的期许（男）,dailyGiftbag,,0,,1.00,0,0,0,94531,0,0,28,0,4000,,0
986,4532,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,当下的惬意（女）,dailyGiftbag,,0,,1.00,0,0,0,94532,0,0,28,0,4000,,0
987,4540,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,随性的道具,dailyGiftbag,,0,,1.00,0,0,0,94540,0,0,28,0,4000,,0
988,4551,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,商业热裤,dailyGiftbag,,0,,1.00,0,0,0,94551,0,0,28,0,4000,,0
989,4552,66,0,,0,0,0,0,0,0,0,,400,500,0,0,2001,祈愿皮履,dailyGiftbag,,0,,1.00,0,0,0,94552,0,0,28,0,4000,,0
990,10000,8,46,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AK-15,dailyGiftbag,,0,,1.00,0,0,0,40246,1,100040-1,0,0,1001,,0
991,10001,8,47,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：89式自,dailyGiftbag,,0,,1.00,0,0,0,40247,1,100040-1,0,0,1001,,0
992,10002,8,48,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AK-阿尔法,dailyGiftbag,,0,,1.00,0,0,0,40248,1,100040-1,0,0,1001,,0
993,10003,8,55,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：ZB-26,dailyGiftbag,,0,,1.00,0,0,0,40249,1,100040-1,0,0,1001,,0
994,10004,8,56,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：RPK-16,dailyGiftbag,,0,,1.00,0,0,0,40250,1,100040-1,0,0,1001,,0
995,10005,8,64,1628-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：真核面具纪念头像·4周年,dailyGiftbag,,0,,1.00,0,0,0,0,1,100040-1,0,0,1001,,0
996,10006,8,14,"7-1,41-100",0,0,0,0,0,0,0,4502-1,2588,0,0,0,2001,M200周年装扮礼包,dailyGiftbag,Bumdle_newskin04,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
997,10007,8,13,"7-1,41-100",0,0,0,0,0,0,0,4504-1,2588,0,0,0,2001,RO635周年装扮礼包,dailyGiftbag,Bumdle_newskin04,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
998,10008,8,12,"7-1,41-50",0,0,0,0,0,0,0,4508-1,1888,0,0,0,2001,ST AR-15周年装扮礼包,dailyGiftbag,Bumdle_newskin04,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
999,10009,8,11,"7-1,41-50",0,0,0,0,0,0,0,4505-1,1888,0,0,0,2001,M4A1周年装扮礼包,dailyGiftbag,Bumdle_newskin04,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1000,10010,8,10,"7-1,41-50",0,0,0,0,0,0,0,4506-1,1888,0,0,0,2001,M16A1周年装扮礼包,dailyGiftbag,Bumdle_newskin04,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1001,10011,8,9,"7-1,41-50",0,0,0,0,0,0,0,4507-1,1888,0,0,0,2001,M4 SOPMODII周年装扮礼包,dailyGiftbag,Bumdle_newskin04,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1002,10012,8,0,"44-200,506-200",0,0,0,0,0,0,0,,118,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_white,1,,1.00,0,0,0,0,0,0,0,0,3002,,0
1003,10013,8,0,"7-1,8-1,506-1000",0,0,0,0,0,0,0,100003-10,580,0,0,0,2001,6月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
1004,10014,8,8,"7-1,41-100",0,0,0,0,0,0,0,4603-1,2588,0,0,0,2001,X95儿童节装扮礼包,dailyGiftbag,Bumdle_newskin03,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1005,10015,8,7,41-50,0,0,0,0,0,0,0,4604-1,1288,0,0,0,2001,FAMAS儿童节装扮礼包,dailyGiftbag,Bumdle_newskin03,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1006,10016,8,0,"605-10,515-1000",0,0,0,0,0,0,0,,1120,0,0,0,2003,融合势力定向补给,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
1007,10017,8,28,,0,0,0,0,0,0,0,4708-1,0,0,0,0,2001,装扮：阿斯特拉左轮-阿斯特拉的泳池漂流,dailyGiftbag,,0,,1.00,0,0,0,0,1,100143-150,0,0,1004,,0
1008,10018,8,29,,0,0,0,0,0,0,0,,0,0,0,0,2001,家具：沙滩王者,dailyGiftbag,,0,,1.00,0,0,0,572,1,100143-100,0,0,1004,,0
1009,10019,8,30,1669-1,0,0,0,0,0,0,0,,0,0,0,0,2001,名片：碧海BBQ,dailyGiftbag,,0,,1.00,0,0,0,0,1,100143-50,0,0,1004,,0
1010,10020,8,31,1670-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：热带莫吉托,dailyGiftbag,,0,,1.00,0,0,0,0,1,100143-30,0,0,1004,,0
1011,10021,8,32,1671-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：第51天的夕阳,dailyGiftbag,,0,,1.00,0,0,0,0,1,100143-30,0,0,1004,,0
1012,10022,8,33,,0,0,0,0,0,0,0,,0,0,0,0,2001,装备：S&B762,dailyGiftbag,,0,,1.00,0,0,0,573,1,100143-80,0,0,1004,,0
1013,10023,8,34,41-1,0,0,0,0,0,0,0,,0,0,0,0,2100,采购币,dailyGiftbag,,0,,1.00,0,0,0,0,1,100143-3,0,0,1004,,0
1014,10024,8,35,,0,0,0,0,0,0,0,200001-1,0,0,0,0,2080,作战报告书,dailyGiftbag,,0,,1.00,0,0,0,0,1,100143-2,0,0,1004,,0
1015,10025,8,36,46-1,0,0,0,0,0,0,0,,0,0,0,0,2080,特种作战报告书,dailyGiftbag,,0,,1.00,0,0,0,0,1,100143-2,0,0,1004,,0
1016,10026,8,37,,0,0,0,0,0,0,0,100003-1,0,0,0,0,2060,蛋奶草莓芝士,dailyGiftbag,,0,,1.00,0,0,0,0,1,100143-2,0,0,1004,,0
1017,10027,8,38,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形:Cx4 风暴,dailyGiftbag,,0,,1.00,0,0,0,574,1,100141-400,0,0,1002,,0
1018,10028,8,39,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形:OTs-14,dailyGiftbag,,0,,1.00,0,0,0,929,1,100142-500,0,0,1002,,0
1019,10029,8,40,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形:AK-74U,dailyGiftbag,,0,,1.00,0,0,0,575,1,100142-500,0,0,1002,,0
1020,10030,8,41,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形:X95,dailyGiftbag,,0,,1.00,0,0,0,40223,1,100142-500,0,0,1002,,0
1021,10033,8,42,,0,0,0,0,0,0,0,100003-1,0,0,0,0,2200,蛋奶草莓芝士,dailyGiftbag,,0,,1.00,0,0,0,0,1,100141-5,0,0,1002,,0
1022,10034,8,43,,0,0,0,0,0,0,0,100003-1,0,0,0,0,2200,蛋奶草莓芝士,dailyGiftbag,,0,,1.00,0,0,0,0,1,100142-5,0,0,1002,,0
1023,10035,8,0,,0,0,0,0,0,0,0,,128,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_indigo,1,,1.00,0,0,0,541,0,0,0,0,3002,,0
1024,10036,8,0,"8-1,41-100,506-1000",0,0,0,0,0,0,0,100003-10,580,0,0,0,2001,7月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
1025,10037,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,人形：崔耶拉,dailyGiftbag,,0,,1.00,0,0,0,576,1,100052-150,0,0,1004,,0
1026,10038,8,1,,0,0,0,0,0,0,0,,0,0,0,0,2001,人形：莉可,dailyGiftbag,,0,,1.00,0,0,0,577,1,100052-150,0,0,1004,,0
1027,10039,8,2,,0,0,0,0,0,0,0,,0,0,0,0,2001,装备：古董万花筒,dailyGiftbag,,0,,1.00,0,0,0,578,1,100052-60,0,0,1004,,0
1028,10040,8,4,,0,0,0,0,0,0,0,,0,0,0,0,2001,装备：决斗扑克,dailyGiftbag,,0,,1.00,0,0,0,579,1,100052-60,0,0,1004,,0
1029,10041,8,5,,0,0,0,0,0,0,0,,0,0,0,0,2001,装备：格斗刀,dailyGiftbag,,0,,1.00,0,0,0,580,1,100052-60,0,0,1004,,0
1030,10042,8,6,,0,0,0,0,0,0,0,,0,0,0,0,2001,装备：平光镜,dailyGiftbag,,0,,1.00,0,0,0,581,1,100052-60,0,0,1004,,0
1031,10043,8,7,,0,0,0,0,0,0,0,,0,0,0,0,2001,装备：天外陨石,dailyGiftbag,,0,,1.00,0,0,0,582,1,100052-60,0,0,1004,,0
1032,10044,8,8,,0,0,0,0,0,0,0,,0,0,0,0,2001,装备：计时腕表,dailyGiftbag,,0,,1.00,0,0,0,583,1,100052-60,0,0,1004,,0
1033,10045,8,9,,0,0,0,0,0,0,0,,0,0,0,0,2001,装备：童话绘本,dailyGiftbag,,0,,1.00,0,0,0,584,1,100052-60,0,0,1004,,0
1034,10046,8,10,1678-1,0,0,0,0,0,0,0,,0,0,0,0,2001,名片：万愿之核,dailyGiftbag,,0,,1.00,0,0,0,0,1,100052-50,0,0,1004,,0
1035,10047,8,11,1679-1,0,0,0,0,0,0,0,,0,0,0,0,2001,名片：疑虑之果,dailyGiftbag,,0,,1.00,0,0,0,0,1,100052-50,0,0,1004,,0
1036,10048,8,12,1673-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：舒缓香草,dailyGiftbag,,0,,1.00,0,0,0,0,1,100052-20,0,0,1004,,0
1037,10049,8,13,1674-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：少女们的魔法师,dailyGiftbag,,0,,1.00,0,0,0,0,1,100052-20,0,0,1004,,0
1038,10050,8,14,1675-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：甜点品鉴人,dailyGiftbag,,0,,1.00,0,0,0,0,1,100052-20,0,0,1004,,0
1039,10051,8,15,1676-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：沉睡的南瓜公主,dailyGiftbag,,0,,1.00,0,0,0,0,1,100052-20,0,0,1004,,0
1040,10052,8,16,1677-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：蜂蜜阳光,dailyGiftbag,,0,,1.00,0,0,0,0,1,100052-20,0,0,1004,,0
1041,10053,8,17,,0,0,0,0,0,0,0,,0,0,0,0,2001,家具：某人的小提琴,dailyGiftbag,,0,,1.00,0,0,0,585,1,100052-120,0,0,1004,,0
1042,10054,8,18,,0,0,0,0,0,0,0,200004-1,0,0,0,0,2025,训练靶纸,dailyGiftbag,,0,,1.00,0,0,0,0,1,100052-2,0,0,1004,,0
1043,10055,8,19,,0,0,0,0,0,0,0,100006-1,0,0,0,0,2025,幸福魔法,dailyGiftbag,,0,,1.00,0,0,0,0,1,100052-2,0,0,1004,,0
1044,10056,8,20,46-1,0,0,0,0,0,0,0,,0,0,0,0,2025,特种作战报告书,dailyGiftbag,,0,,1.00,0,0,0,0,1,100052-2,0,0,1004,,0
1045,10057,8,21,,0,0,0,0,0,0,0,,0,0,0,0,2001,人形：库拉耶丝,dailyGiftbag,,0,,1.00,0,0,0,586,1,100051-500,0,0,1002,,0
1046,10058,8,22,,0,0,0,0,0,0,0,,0,0,0,0,2001,人形：安洁莉卡,dailyGiftbag,,0,,1.00,0,0,0,587,1,100051-500,0,0,1002,,0
1047,10059,8,23,,0,0,0,0,0,0,0,,0,0,0,0,2001,人形：CZ2000,dailyGiftbag,,0,,1.00,0,0,0,588,1,100050-400,0,0,1002,,0
1048,10060,8,24,,0,0,0,0,0,0,0,,0,0,0,0,2001,人形：JS 9,dailyGiftbag,,0,,1.00,0,0,0,40227,1,100051-500,0,0,1002,,0
1049,10061,8,25,,0,0,0,0,0,0,0,,0,0,0,0,2001,人形：PM-9,dailyGiftbag,,0,,1.00,0,0,0,589,1,100051-500,0,0,1002,,0
1050,10062,8,26,,0,0,0,0,0,0,0,100003-1,0,0,0,0,2200,蛋奶草莓芝士,dailyGiftbag,,0,,1.00,0,0,0,0,1,100050-5,0,0,1002,,0
1051,10063,8,27,,0,0,0,0,0,0,0,100003-1,0,0,0,0,2200,蛋奶草莓芝士,dailyGiftbag,,0,,1.00,0,0,0,0,1,100051-5,0,0,1002,,0
1052,10064,8,0,,0,0,0,0,0,0,0,,3888,0,0,0,2001,盛夏限定礼包,dailyGiftbag,Bumdle_natsu,0,,1.00,0,0,0,590,0,0,0,0,3002,,0
1053,10065,8,0,"514-150,516-500",0,0,0,0,0,0,0,400001-100,248,0,0,0,2010,融合势力养成礼包,dailyGiftbag,Bumdle_yuugo02,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
1054,10066,8,0,"605-10,515-1000",0,0,0,0,0,0,0,,1120,0,0,0,2003,融合势力定向补给,dailyGiftbag,Bumdle_yuugo01,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
1055,10067,8,0,,0,0,0,0,0,0,0,,399,0,0,0,2010,梦间剧特惠,dailyGiftbag,Bumdle_gunslinger,0,,1.00,0,0,0,592,0,0,0,0,3002,,0
1056,10068,8,0,,0,0,0,0,0,0,0,,280,0,0,0,2050,梦间剧限定,dailyGiftbag,Bumdle_gunslinger,0,,1.00,0,0,0,593,0,0,0,0,3002,,0
1057,10069,8,0,,0,0,0,0,0,0,0,541-1,1280,0,0,0,2001,崔耶拉-暗影行动,dailyGiftbag,Bumdle_gunslinger,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1058,10070,8,0,,0,0,0,0,0,0,0,542-1,1280,0,0,0,2001,莉可-自由餐厅,dailyGiftbag,Bumdle_gunslinger,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1059,10071,8,0,,0,0,0,0,0,0,0,544-1,1280,0,0,0,2001,海莉艾塔-月神假日,dailyGiftbag,Bumdle_gunslinger,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1060,10072,8,0,,0,0,0,0,0,0,0,545-1,1280,0,0,0,2001,库拉耶丝-晨风庭园,dailyGiftbag,Bumdle_gunslinger,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1061,10073,8,0,,0,0,0,0,0,0,0,543-1,1280,0,0,0,2001,安洁莉卡-童话起点,dailyGiftbag,Bumdle_gunslinger,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1062,10074,8,6,"7-1,41-50",0,0,0,0,0,0,0,4706-1,1888,0,0,0,2001,KAC-PDW盛夏装扮礼包,dailyGiftbag,Bumdle_newskin07,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1063,10075,8,5,"7-1,41-100",0,0,0,0,0,0,0,4704-1,2588,0,0,0,2001,SL8盛夏装扮礼包,dailyGiftbag,Bumdle_newskin07,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
1064,10076,8,0,"506-100,605-1,516-200",0,0,0,0,0,0,0,,158,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_navy,1,,1.00,0,0,0,0,0,0,0,0,3002,,0
1065,10077,8,0,,0,0,0,0,0,0,0,,580,0,0,0,2001,8月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,594,0,0,0,0,3002,,0
1066,10078,8,0,,0,9000,0,0,0,0,0,,480,960,0,0,2001,人力半价礼包,dailyGiftbag,Bumdle_Manpower,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
1067,10079,8,0,,0,0,9000,0,0,0,0,,480,960,0,0,2001,弹药半价礼包,dailyGiftbag,Bumdle_Ammunition,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
1068,10080,8,0,,0,0,0,9000,0,0,0,,480,960,0,0,2001,口粮半价礼包,dailyGiftbag,Bumdle_Ration,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
1069,10081,8,0,,0,0,0,0,3000,0,0,,480,960,0,0,2001,零件半价礼包,dailyGiftbag,Bumdle_Parts,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
1070,10082,8,0,"1-10,3-10",0,0,0,0,0,0,0,,430,860,0,0,2001,契约半价礼包,dailyGiftbag,Bumdle_black,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
1071,10083,8,0,"514-150,516-500",0,0,0,0,0,0,0,400001-100,248,0,0,0,2010,融合势力养成礼包,dailyGiftbag,Bumdle_yuugo02,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
1072,10084,8,0,"605-10,515-1000",0,0,0,0,0,0,0,,1120,0,0,0,2003,融合势力定向补给,dailyGiftbag,Bumdle_yuugo01,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
1073,10085,8,0,,0,0,0,0,0,0,0,,398,0,0,0,2001,心智升级特惠,dailyGiftbag,Bumdle_heavy,2,,1.00,0,0,0,534,0,0,0,0,3002,,0
1074,10086,8,0,7-2,0,0,0,0,0,0,0,,998,1160,0,0,2005,七夕特惠礼包,dailyGiftbag,Bumdle_qixi_lover,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
1075,10087,8,36,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：KSG,dailyGiftbag,,0,,1.00,0,0,0,40081,1,100057-1,0,0,1001,,0
1076,10088,8,37,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：塞伽12型,dailyGiftbag,,0,,1.00,0,0,0,40082,1,100057-1,0,0,1001,,0
1077,10089,8,38,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AA-12,dailyGiftbag,,0,,1.00,0,0,0,40083,1,100057-1,0,0,1001,,0
1078,10090,8,39,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：FP-6,dailyGiftbag,,0,,1.00,0,0,0,40084,1,100057-1,0,0,1001,,0
1079,10091,8,40,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：S.A.T.8,dailyGiftbag,,0,,1.00,0,0,0,40085,1,100057-1,0,0,1001,,0
1080,10092,8,41,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG5,dailyGiftbag,,0,,1.00,0,0,0,40086,1,100057-1,0,0,1001,,0
1081,10093,8,42,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：内格夫,dailyGiftbag,,0,,1.00,0,0,0,40087,1,100057-1,0,0,1001,,0
1082,10094,8,43,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG4,dailyGiftbag,,0,,1.00,0,0,0,40088,1,100057-1,0,0,1001,,0
1083,10095,8,44,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：PKP,dailyGiftbag,,0,,1.00,0,0,0,40089,1,100057-1,0,0,1001,,0
1084,10096,8,45,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：88式,dailyGiftbag,,0,,1.00,0,0,0,40090,1,100057-1,0,0,1001,,0
1085,10097,8,46,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG36,dailyGiftbag,,0,,1.00,0,0,0,40091,1,100057-1,0,0,1001,,0
1086,10098,8,47,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：G41,dailyGiftbag,,0,,1.00,0,0,0,40092,1,100057-1,0,0,1001,,0
1087,10099,8,48,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：HK416,dailyGiftbag,,0,,1.00,0,0,0,40093,1,100057-1,0,0,1001,,0
1088,10100,8,49,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：FAL,dailyGiftbag,,0,,1.00,0,0,0,40094,1,100057-1,0,0,1001,,0
1089,10101,8,50,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：G11,dailyGiftbag,,0,,1.00,0,0,0,40095,1,100057-1,0,0,1001,,0
1090,10102,8,51,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：95式,dailyGiftbag,,0,,1.00,0,0,0,40096,1,100057-1,0,0,1001,,0
1091,10103,8,52,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：97式,dailyGiftbag,,0,,1.00,0,0,0,40097,1,100057-1,0,0,1001,,0
1092,10104,8,53,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：RFB,dailyGiftbag,,0,,1.00,0,0,0,40098,1,100057-1,0,0,1001,,0
1093,10105,8,54,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：T91,dailyGiftbag,,0,,1.00,0,0,0,40099,1,100057-1,0,0,1001,,0
1094,10106,8,55,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：K2,dailyGiftbag,,0,,1.00,0,0,0,40100,1,100057-1,0,0,1001,,0
1095,10107,8,56,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：Zas M21,dailyGiftbag,,0,,1.00,0,0,0,40101,1,100057-1,0,0,1001,,0
1096,10108,8,57,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AK-12,dailyGiftbag,,0,,1.00,0,0,0,40102,1,100057-1,0,0,1001,,0
1097,10109,8,58,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AN-94,dailyGiftbag,,0,,1.00,0,0,0,40103,1,100057-1,0,0,1001,,0
1098,10110,8,59,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MDR,dailyGiftbag,,0,,1.00,0,0,0,40104,1,100057-1,0,0,1001,,0
1099,10111,8,60,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：K11,dailyGiftbag,,0,,1.00,0,0,0,40105,1,100057-1,0,0,1001,,0
1100,10112,8,61,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：64式自,dailyGiftbag,,0,,1.00,0,0,0,40106,1,100057-1,0,0,1001,,0
1101,10113,8,62,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：ADS,dailyGiftbag,,0,,1.00,0,0,0,40177,1,100057-1,0,0,1001,,0
1102,10114,8,63,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：Kar98k,dailyGiftbag,,0,,1.00,0,0,0,40107,1,100057-1,0,0,1001,,0
1103,10115,8,64,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：WA2000,dailyGiftbag,,0,,1.00,0,0,0,40108,1,100057-1,0,0,1001,,0
1104,10116,8,65,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：李-恩菲尔德,dailyGiftbag,,0,,1.00,0,0,0,40109,1,100057-1,0,0,1001,,0
1105,10117,8,66,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：NTW-20,dailyGiftbag,,0,,1.00,0,0,0,40110,1,100057-1,0,0,1001,,0
1106,10118,8,67,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：M99,dailyGiftbag,,0,,1.00,0,0,0,40111,1,100057-1,0,0,1001,,0
1107,10119,8,68,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：IWS 2000,dailyGiftbag,,0,,1.00,0,0,0,40112,1,100057-1,0,0,1001,,0
1108,10120,8,69,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：卡尔卡诺M1891,dailyGiftbag,,0,,1.00,0,0,0,40113,1,100057-1,0,0,1001,,0
1109,10121,8,70,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：卡尔卡诺M91/38,dailyGiftbag,,0,,1.00,0,0,0,40114,1,100057-1,0,0,1001,,0
1110,10122,8,71,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：M200,dailyGiftbag,,0,,1.00,0,0,0,40115,1,100057-1,0,0,1001,,0
1111,10123,8,72,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：QBU-88,dailyGiftbag,,0,,1.00,0,0,0,40116,1,100057-1,0,0,1001,,0
1112,10124,8,73,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：汤姆森,dailyGiftbag,,0,,1.00,0,0,0,40117,1,100057-1,0,0,1001,,0
1113,10125,8,74,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：维克托,dailyGiftbag,,0,,1.00,0,0,0,40118,1,100057-1,0,0,1001,,0
1114,10126,8,75,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：G36C,dailyGiftbag,,0,,1.00,0,0,0,40119,1,100057-1,0,0,1001,,0
1115,10127,8,76,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：索米,dailyGiftbag,,0,,1.00,0,0,0,40120,1,100057-1,0,0,1001,,0
1116,10128,8,77,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：79式,dailyGiftbag,,0,,1.00,0,0,0,40121,1,100057-1,0,0,1001,,0
1117,10129,8,78,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：SR-3MP,dailyGiftbag,,0,,1.00,0,0,0,40122,1,100057-1,0,0,1001,,0
1118,10130,8,79,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：C-MS,dailyGiftbag,,0,,1.00,0,0,0,40123,1,100057-1,0,0,1001,,0
1119,10131,8,80,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：樱花,dailyGiftbag,,0,,1.00,0,0,0,40124,1,100057-1,0,0,1001,,0
1120,10132,8,81,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：P90,dailyGiftbag,,0,,1.00,0,0,0,40125,1,100057-1,0,0,1001,,0
1121,10133,8,82,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MP7,dailyGiftbag,,0,,1.00,0,0,0,40126,1,100057-1,0,0,1001,,0
