,id,type,gem_pay,gem,double_gem_pay,double_gem,mp,ammo,mre,part,icon,month_card_type,quota_num,prize_id,classification_id,description,clear_type,clear_parameter
705,30054,21,1060,1060,1060,1060,0,0,0,0,,,2,1253,2000,,0,
706,30055,21,1060,1060,1060,1060,0,0,0,0,,,2,1254,2000,,0,
707,30056,21,1700,1700,1700,1700,0,0,0,0,,,1,1292,2000,,0,
708,30057,21,2110,2110,2110,2110,0,0,0,0,,,1,1322,2000,,0,
709,30058,21,480,480,480,480,0,0,0,0,,,1,1323,2000,,0,
710,30059,21,1700,1700,1700,1700,0,0,0,0,,,2,1324,2000,,0,
711,30060,21,1060,1060,1060,1060,0,0,0,0,,,1,1410,6003,,0,
712,30061,21,1700,1700,1700,1700,0,0,0,0,,,1,1411,6003,,0,
713,30062,21,2110,2110,2110,2110,0,0,0,0,,,1,1412,6003,,0,
714,30063,21,1060,1060,1060,1060,0,0,0,0,,,2,1413,6003,,0,
715,30064,21,1060,1060,1060,1060,0,0,0,0,,,1,1464,6003,,0,
716,30065,21,535,535,535,535,0,0,0,0,,,10,1465,6003,,0,
717,30066,21,535,535,535,535,0,0,0,0,,,5,1466,6003,,0,
718,30067,21,535,535,535,535,0,0,0,0,,,5,1467,6003,,0,
719,30068,21,535,535,535,535,0,0,0,0,,,5,1468,6003,,0,
720,30069,21,2110,2110,2110,2110,0,0,0,0,,,1,1471,6003,,0,
721,30501,4,60,63,60,120,0,0,0,0,,,0,0,2000,,0,0
722,30502,4,300,315,300,600,0,0,0,0,,,0,0,2000,,0,0
723,30503,4,480,535,480,960,0,0,0,0,,,0,0,2000,,0,0
724,30504,4,980,1118,980,1960,0,0,0,0,,,0,0,2000,,0,0
725,30505,4,1980,2350,1980,3960,0,0,0,0,,,0,0,2000,,0,0
726,30506,4,3180,3983,3180,6360,0,0,0,0,,,0,0,2000,,0,0
727,30507,4,5980,7224,5980,11960,0,0,0,0,,,0,0,2000,,0,0
728,30508,4,600,600,600,1200,0,0,0,0,,monthlycard1,0,0,2000,,0,0
729,30520,4,1298,1298,1298,1298,0,0,0,0,,,0,74,2000,,0,0
730,30521,4,594,594,594,594,0,0,0,0,,,0,0,2000,,0,0
731,30522,4,1298,1298,1298,1298,0,0,0,0,,,0,0,2000,,0,0
732,30523,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
733,30524,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
734,30525,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
735,30526,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
736,30527,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
737,30528,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
738,30529,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
739,30530,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
740,30531,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
741,30532,4,0,535,0,535,0,0,0,0,,,0,0,2000,,0,0
742,30533,4,0,2350,0,2350,0,0,0,0,,,0,0,2000,,0,0
743,50001,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
744,50002,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
745,50003,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
746,50004,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
747,50005,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
748,50006,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
749,50007,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
750,50008,21,720,720,720,720,0,0,0,0,,,1,78,2000,,0,0
751,50009,21,1600,1600,1600,1600,0,0,0,0,,,1,79,2000,,0,0
752,50010,21,2400,2400,2400,2400,0,0,0,0,,,1,80,2000,,0,0
753,50011,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
754,50012,21,2400,2400,2400,2400,0,0,0,0,,,1,50001,2000,,0,0
755,50013,21,2400,2400,2400,2400,0,0,0,0,,,1,50002,2000,,0,0
756,50014,21,2400,2400,2400,2400,0,0,0,0,,,1,50003,2000,,0,0
757,50015,21,1160,1160,1160,1160,0,0,0,0,,,1,1117,2000,,0,0
758,50016,22,330,330,330,330,0,0,0,0,,,1,1118,2000,,0,0
759,50017,21,1880,1880,1880,1880,0,0,0,0,,,1,1081,2000,,0,0
760,50018,21,1880,1880,1880,1880,0,0,0,0,,,1,1082,2000,,0,0
761,50019,21,1880,1880,1880,1880,0,0,0,0,,,1,1083,2000,,0,0
762,50020,21,1880,1880,1880,1880,0,0,0,0,,,1,1084,2000,,0,0
763,50021,21,2330,2330,2330,2330,0,0,0,0,,,1,1162,2000,,0,0
764,50022,22,330,330,330,330,0,0,0,0,,,1,1163,2000,,0,0
765,50023,21,2380,2380,2380,2380,0,0,0,0,,,1,1165,2000,,0,0
766,50024,21,1160,1160,1160,1160,0,0,0,0,,,1,1166,2000,,0,0
767,50025,21,2330,2330,2330,2330,0,0,0,0,,,1,1173,2000,,0,0
768,50026,22,60,60,60,60,0,0,0,0,,,1,1174,2000,,0,0
769,50027,21,1160,1160,1160,1160,0,0,0,0,,,1,1180,2000,,0,0
770,50028,21,1160,1160,1160,1160,0,0,0,0,,,2,1181,2000,,0,0
771,50029,21,2380,2380,2380,2380,0,0,0,0,,,1,1192,2000,,0,0
772,50030,21,2380,2380,2380,2380,0,0,0,0,,,1,1193,2000,,0,0
773,50031,21,2380,2380,2380,2380,0,0,0,0,,,1,1194,2000,,0,0
774,50032,21,1880,1880,1880,1880,0,0,0,0,,,1,1195,2000,,0,0
775,50033,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
776,50034,21,1160,1160,1160,1160,0,0,0,0,,,1,1211,2000,,0,0
777,50035,21,1160,1160,1160,1160,0,0,0,0,,,1,1212,2000,,0,0
778,50036,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
779,50037,21,1160,1160,1160,1160,0,0,0,0,,,1,1211,2000,,0,0
780,50038,21,2330,2330,2330,2330,0,0,0,0,,,1,1235,2000,,0,0
781,50039,21,1880,1880,1880,1880,0,0,0,0,,,1,1238,2000,,0,0
782,50040,21,1880,1880,1880,1880,0,0,0,0,,,1,1247,2000,,0,0
783,50041,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,2000,,0,0
784,50042,21,1880,1880,1880,1880,0,0,0,0,,,1,1251,2000,,0,0
785,50043,21,1160,1160,1160,1160,0,0,0,0,,,2,1252,2000,,0,0
786,50044,21,1880,1880,1880,1880,0,0,0,0,,,1,1247,2000,,0,
787,50045,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,2000,,0,
788,50046,21,1880,1880,1880,1880,0,0,0,0,,,1,1247,2000,,0,
789,50047,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,2000,,0,
790,50048,21,1880,1880,1880,1880,0,0,0,0,,,1,1247,2000,,0,
791,50049,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,2000,,0,
792,50050,21,2330,2330,2330,2330,0,0,0,0,,,1,1309,2000,,0,
793,50051,21,800,800,800,800,0,0,0,0,,,5,1346,2000,,0,
794,50052,21,1880,1880,1880,1880,0,0,0,0,,,1,1247,2000,,0,
795,50053,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,2000,,0,
796,50054,21,1880,1880,1880,1880,0,0,0,0,,,1,1247,2000,,0,
797,50055,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,2000,,0,
798,50056,21,2330,2330,2330,2330,0,0,0,0,,,1,1368,2000,,0,
799,50057,21,2330,2330,2330,2330,0,0,0,0,,,1,1369,2000,,0,
800,50058,21,1880,1880,1880,1880,0,0,0,0,,,1,1370,2000,,0,
801,50059,21,1880,1880,1880,1880,0,0,0,0,,,1,1247,2000,,0,
802,50060,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,2000,,0,
803,50061,21,1880,1880,1880,1880,0,0,0,0,,,1,1415,6003,,0,
804,50062,21,1880,1880,1880,1880,0,0,0,0,,,1,1247,6003,,0,
805,50063,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,6003,,0,
806,50064,21,1880,1880,1880,1880,0,0,0,0,,,1,1247,6003,,0,
807,50065,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,6003,,0,
808,50066,21,1880,1880,1880,1880,0,0,0,0,,,1,1434,6003,,0,
809,50067,21,1880,1880,1880,1880,0,0,0,0,,,1,1247,6003,,0,
810,50068,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,6003,,0,
811,50069,22,330,330,330,330,0,0,0,0,,,2,1435,6003,,0,
812,50070,21,1880,1880,1880,1880,0,0,0,0,,,1,1434,6003,,0,
813,50071,22,330,330,330,330,0,0,0,0,,,2,1437,6003,,0,
814,50072,21,1880,1880,1880,1880,0,0,0,0,,,1,1438,6003,,0,
815,50073,21,1160,1160,1160,1160,0,0,0,0,,,1,1447,6003,,0,
816,50074,21,560,560,560,560,0,0,0,0,,,10,1448,6003,,0,
817,50075,21,560,560,560,560,0,0,0,0,,,5,1449,6003,,0,
818,50076,21,560,560,560,560,0,0,0,0,,,5,1450,6003,,0,
819,50077,21,560,560,560,560,0,0,0,0,,,5,1451,6003,,0,
820,50078,21,2380,2380,2380,2380,0,0,0,0,,,1,1452,6003,,0,
821,50079,21,2380,2380,2380,2380,0,0,0,0,,,1,1453,6003,,0,
822,50080,21,2380,2380,2380,2380,0,0,0,0,,,1,1454,6003,,0,
823,50081,21,2380,2380,2380,2380,0,0,0,0,,,1,1455,6003,,0,
824,50082,21,1880,1880,1880,1880,0,0,0,0,,,1,1247,6003,,0,
825,50083,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,6003,,0,
826,50084,21,1880,1880,1880,1880,0,0,0,0,,,1,1457,6003,,0,
827,50085,21,1880,1880,1880,1880,0,0,0,0,,,1,1458,6003,,0,
828,50086,22,330,330,330,330,0,0,0,0,,,2,1437,6003,,0,
829,50087,21,1880,1880,1880,1880,0,0,0,0,,,1,1470,6003,,0,0
830,50088,21,1880,1880,1880,1880,0,0,0,0,,,2,1247,6003,,0,
831,50089,21,1160,1160,1160,1160,0,0,0,0,,,1,1248,6003,,0,
832,50090,21,1880,1880,1880,1880,0,0,0,0,,,1,1475,6003,,0,
833,50091,21,800,800,800,800,0,0,0,0,,,1,1476,6003,,0,
834,50101,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
835,50102,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
836,50103,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
837,50104,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
838,50105,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
839,50106,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
840,50107,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
841,50108,21,720,720,720,720,0,0,0,0,,,1,78,2000,,0,0
842,50109,21,1600,1600,1600,1600,0,0,0,0,,,1,79,2000,,0,0
843,50110,21,2400,2400,2400,2400,0,0,0,0,,,1,80,2000,,0,0
844,50111,4,250,250,250,250,0,0,0,0,,monthlycard3,0,0,2000,,0,0
845,50112,4,1800,1800,1800,3600,0,0,0,0,,,0,0,2000,,0,0
846,50113,4,1500,1500,1500,3000,0,0,0,0,,,0,0,2000,,0,0
847,50114,4,1500,1500,1500,3000,0,0,0,0,,,0,0,2000,,0,0
848,50115,4,1500,1500,1500,3000,0,0,0,0,,,0,0,2000,,0,0
849,50116,4,1500,1500,1500,3000,0,0,0,0,,,0,0,2000,,0,0
850,60001,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
851,60002,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
852,60003,4,600,700,600,1200,0,0,0,0,,,0,0,2000,,0,0
853,60004,4,1200,1400,1200,2400,0,0,0,0,,,0,0,2000,,0,0
854,60005,4,2400,2900,2400,4800,0,0,0,0,,,0,0,2000,,0,0
855,60006,4,4900,6000,4900,9800,0,0,0,0,,,0,0,2000,,0,0
856,60007,5,240,262,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
857,60008,21,600,600,600,600,0,0,0,0,,,1,78,2000,,0,0
858,60009,21,1400,1400,1400,1400,0,0,0,0,,,1,79,2000,,0,0
859,60010,21,2100,2100,2100,2100,0,0,0,0,,,1,80,2000,,0,0
860,60011,4,2100,2100,2100,2100,0,0,0,0,,monthlycard1,0,0,2000,,0,0
861,60012,4,240,262,0,0,0,0,0,0,,monthlycard3,0,0,2000,,0,0
862,60013,4,2140,2140,2140,2140,0,0,0,0,,monthlycard1,0,0,2000,,0,0
863,60014,4,1470,1470,1470,1470,0,0,0,0,,monthlycard1,0,0,2000,,0,0
864,60015,4,1471,1471,1471,1471,0,0,0,0,,monthlycard1,0,0,2000,,0,0
865,60016,4,1472,1472,1472,1472,0,0,0,0,,monthlycard1,0,0,2000,,0,0
866,60017,4,1473,1473,1473,1473,0,0,0,0,,monthlycard1,0,0,2000,,0,0
867,60018,4,1474,1474,1474,1474,0,0,0,0,,monthlycard1,0,0,2000,,0,0
868,60019,4,1475,1475,1475,1475,0,0,0,0,,monthlycard1,0,0,2000,,0,0
869,60020,4,1476,1476,1476,1476,0,0,0,0,,monthlycard1,0,0,2000,,0,0
870,60021,4,1477,1477,1477,1477,0,0,0,0,,monthlycard1,0,0,2000,,0,0
871,60022,4,1478,1478,1478,1478,0,0,0,0,,monthlycard1,0,0,2000,,0,0
872,60023,4,1479,1479,1479,1479,0,0,0,0,,monthlycard1,0,0,2000,,0,0
873,60024,4,1480,1480,1480,1480,0,0,0,0,,monthlycard1,0,0,2000,,0,0
874,60025,4,1481,1481,1481,1481,0,0,0,0,,monthlycard1,0,0,2000,,0,0
875,60026,4,1482,1482,1482,1482,0,0,0,0,,monthlycard1,0,0,2000,,0,0
876,60027,4,2140,2140,2140,2140,0,0,0,0,,monthlycard1,0,0,2000,,0,0
877,60028,4,335,335,335,335,0,0,0,0,,monthlycard1,1,0,2000,,0,0
878,60029,4,2140,2140,2140,2140,0,0,0,0,,monthlycard1,1,0,2000,,0,0
879,60101,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
880,60102,4,305,335,305,610,0,0,0,0,,,0,0,2000,,0,0
881,60103,4,610,710,610,1220,0,0,0,0,,,0,0,2000,,0,0
882,60104,4,1220,1420,1220,2440,0,0,0,0,,,0,0,2000,,0,0
883,60105,4,2450,2950,2450,4900,0,0,0,0,,,0,0,2000,,0,0
884,60106,4,5000,6100,5000,10000,0,0,0,0,,,0,0,2000,,0,0
885,60107,5,245,267,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
886,60108,21,600,600,600,600,0,0,0,0,,,1,78,2000,,0,0
887,60109,21,1400,1400,1400,1400,0,0,0,0,,,1,79,2000,,0,0
888,60110,21,2100,2100,2100,2100,0,0,0,0,,,1,80,2000,,0,0
889,60111,21,2100,2100,2100,2100,0,0,0,0,,,1,330029,2000,,0,0
890,60112,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
891,60113,21,2140,2140,2140,2140,0,0,0,0,,,1,595,2000,,0,0
892,60114,21,2140,2140,2140,2140,0,0,0,0,,,1,596,2000,,0,0
893,60115,21,1700,1700,1700,1700,0,0,0,0,,,1,1081,2000,,0,0
894,60116,21,1700,1700,1700,1700,0,0,0,0,,,1,1082,2000,,0,0
895,60117,21,1700,1700,1700,1700,0,0,0,0,,,1,1083,2000,,0,0
896,60118,21,1700,1700,1700,1700,0,0,0,0,,,1,1084,2000,,0,0
897,60119,21,335,335,335,335,0,0,0,0,,,1,1179,2000,,0,0
898,60120,21,335,335,335,335,0,0,0,0,,,1,1179,2000,,0,0
899,60121,21,60,60,60,60,0,0,0,0,,,1,1214,2000,,0,0
900,60122,21,1070,1070,1070,1070,0,0,0,0,,,2,1215,2000,,0,0
901,60123,21,1070,1070,1070,1070,0,0,0,0,,,2,1215,2000,,0,0
902,60124,22,60,60,60,60,0,0,0,0,,,1,1230,2000,,0,0
903,60125,21,2140,2140,2140,2140,0,0,0,0,,,1,1231,2000,,0,0
904,60126,21,1070,1070,1070,1070,0,0,0,0,,,1,1232,2000,,0,0
905,60127,21,1070,1070,1070,1070,0,0,0,0,,,1,1233,2000,,0,0
906,60128,21,1700,1700,1700,1700,0,0,0,0,,,1,1234,2000,,0,0
907,60129,21,2140,2140,2140,2140,0,0,0,0,,,1,1244,2000,,0,0
908,60130,21,2140,2140,2140,2140,0,0,0,0,,,1,1245,2000,,0,0
909,60131,21,2140,2140,2140,2140,0,0,0,0,,,1,1246,2000,,0,0
910,60132,21,1700,1700,1700,1700,0,0,0,0,,,1,1256,2000,,0,
911,60133,21,1070,1070,1070,1070,0,0,0,0,,,2,1257,2000,,0,
912,60134,21,475,475,475,475,0,0,0,0,,,1,1258,2000,,0,
913,60135,21,1700,1700,1700,1700,0,0,0,0,,,2,1259,2000,,0,
914,60136,21,710,710,710,710,0,0,0,0,,,5,1260,2000,,0,
915,60137,21,1070,1070,1070,1070,0,0,0,0,,,2,1215,2000,,0,
916,60138,22,60,60,60,60,0,0,0,0,,,1,1230,2000,,0,0
917,60139,21,2140,2140,2140,2140,0,0,0,0,,,1,1231,2000,,0,0
918,60140,21,1700,1700,1700,1700,0,0,0,0,,,2,1259,2000,,0,
919,60141,21,1070,1070,1070,1070,0,0,0,0,,,2,1257,2000,,0,
920,60142,21,475,475,475,475,0,0,0,0,,,1,1258,2000,,0,
921,60143,22,60,60,60,60,0,0,0,0,,,1,1230,2000,,0,0
922,60144,21,1700,1700,1700,1700,0,0,0,0,,,2,1259,2000,,0,
923,60145,21,1070,1070,1070,1070,0,0,0,0,,,2,1365,2000,,0,
924,60146,21,335,335,335,335,0,0,0,0,,,1,1179,2000,,0,0
925,60147,21,2140,2140,2140,2140,0,0,0,0,,,1,1231,2000,,0,0
926,60148,22,60,60,60,60,0,0,0,0,,,1,1230,2000,,0,0
927,60149,21,1700,1700,1700,1700,0,0,0,0,,,2,1259,6003,,0,
928,60150,21,1070,1070,1070,1070,0,0,0,0,,,1,1232,6003,,0,0
929,60151,22,60,60,60,60,0,0,0,0,,,1,1423,6003,,0,0
930,60152,21,1700,1700,1700,1700,0,0,0,0,,,2,1259,6003,,0,
931,60153,21,6100,6100,6100,6100,0,0,0,0,,,1,1432,6003,,0,
932,60154,21,475,475,475,475,0,0,0,0,,,1,1258,6003,,0,
933,60155,21,1070,1070,1070,1070,0,0,0,0,,,2,1215,6003,,0,
934,60156,21,710,710,710,710,0,0,0,0,,,5,1260,2000,,0,
935,60157,21,6100,6100,6100,6100,0,0,0,0,,,1,1432,6003,,0,
936,60158,21,1700,1700,1700,1700,0,0,0,0,,,2,1259,6003,,0,
937,60159,21,1070,1070,1070,1070,0,0,0,0,,,1,1232,6003,,0,0
938,60160,21,335,335,335,335,0,0,0,0,,,1,1179,6003,,0,0
939,60161,21,2140,2140,2140,2140,0,0,0,0,,,1,1231,6003,,0,0
940,60162,21,1700,1700,1700,1700,0,0,0,0,,,2,1259,6003,,0,
941,60163,21,1070,1070,1070,1070,0,0,0,0,,,1,1232,6003,,0,0
942,666666,21,1236,1236,1236,1236,0,0,0,0,,,3,74,2000,,0,0
943,777777,22,1236,1236,1236,1236,0,0,0,0,,,2,74,2000,,0,0
944,888888,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
945,999999,99,1,1,0,0,0,0,0,0,,,0,0,2000,,0,0
