,id,cost_item,cost_num,prize_id,quota,start_time,end_time
710,711,513,375,4204,20,2022-03-17 10:00:00,2022-04-14 10:00:00
711,712,513,625,4205,20,2022-03-17 10:00:00,2022-04-14 10:00:00
712,713,513,1250,4206,50,2022-03-17 10:00:00,2022-04-14 10:00:00
713,714,513,1500,4207,30,2022-03-17 10:00:00,2022-04-14 10:00:00
714,715,513,1850,4208,10,2022-03-17 10:00:00,2022-04-14 10:00:00
715,716,513,500,4209,1,2022-03-17 10:00:00,2022-04-14 10:00:00
716,717,513,500,4304,1,2022-03-17 10:00:00,2022-04-14 10:00:00
717,718,513,250,4305,1,2022-03-17 10:00:00,2022-04-14 10:00:00
718,719,513,125,4280,1,2022-03-17 10:00:00,2022-04-14 10:00:00
719,720,513,25,4212,200,2022-03-17 10:00:00,2022-04-14 10:00:00
720,721,512,800,4201,1,2022-04-14 10:00:00,2022-05-12 10:00:00
721,722,512,200,4278,1,2022-04-14 10:00:00,2022-05-12 10:00:00
722,723,512,200,4294,1,2022-04-14 10:00:00,2022-05-12 10:00:00
723,724,512,80,4241,1,2022-04-14 10:00:00,2022-05-12 10:00:00
724,725,512,80,4271,1,2022-04-14 10:00:00,2022-05-12 10:00:00
725,726,512,15,4204,20,2022-04-14 10:00:00,2022-05-12 10:00:00
726,727,512,25,4205,20,2022-04-14 10:00:00,2022-05-12 10:00:00
727,728,512,50,4206,50,2022-04-14 10:00:00,2022-05-12 10:00:00
728,729,512,60,4207,30,2022-04-14 10:00:00,2022-05-12 10:00:00
729,730,512,75,4208,10,2022-04-14 10:00:00,2022-05-12 10:00:00
730,731,512,20,4220,1,2022-04-14 10:00:00,2022-05-12 10:00:00
731,732,512,10,4306,1,2022-04-14 10:00:00,2022-05-12 10:00:00
732,733,512,5,4283,1,2022-04-14 10:00:00,2022-05-12 10:00:00
733,734,512,1,4212,200,2022-04-14 10:00:00,2022-05-12 10:00:00
734,735,513,5000,4278,1,2022-04-14 10:00:00,2022-05-12 10:00:00
735,736,513,5000,4294,1,2022-04-14 10:00:00,2022-05-12 10:00:00
736,737,513,2000,4241,1,2022-04-14 10:00:00,2022-05-12 10:00:00
737,738,513,2000,4271,1,2022-04-14 10:00:00,2022-05-12 10:00:00
738,739,513,2000,4247,1,2022-04-14 10:00:00,2022-05-12 10:00:00
739,740,513,375,4204,20,2022-04-14 10:00:00,2022-05-12 10:00:00
740,741,513,625,4205,20,2022-04-14 10:00:00,2022-05-12 10:00:00
741,742,513,1250,4206,50,2022-04-14 10:00:00,2022-05-12 10:00:00
742,743,513,1500,4207,30,2022-04-14 10:00:00,2022-05-12 10:00:00
743,744,513,1850,4208,10,2022-04-14 10:00:00,2022-05-12 10:00:00
744,745,513,500,4220,1,2022-04-14 10:00:00,2022-05-12 10:00:00
745,746,513,250,4306,1,2022-04-14 10:00:00,2022-05-12 10:00:00
746,747,513,125,4283,1,2022-04-14 10:00:00,2022-05-12 10:00:00
747,748,513,25,4212,200,2022-04-14 10:00:00,2022-05-12 10:00:00
748,749,512,800,4222,1,2022-05-12 10:00:00,2022-06-09 10:00:00
749,750,512,800,4307,1,2022-05-12 10:00:00,2022-06-09 10:00:00
750,751,512,200,4214,1,2022-05-12 10:00:00,2022-06-09 10:00:00
751,752,512,200,4202,1,2022-05-12 10:00:00,2022-06-09 10:00:00
752,753,512,80,4247,1,2022-05-12 10:00:00,2022-06-09 10:00:00
753,754,512,80,4215,1,2022-05-12 10:00:00,2022-06-09 10:00:00
754,755,512,15,4204,20,2022-05-12 10:00:00,2022-06-09 10:00:00
755,756,512,25,4205,20,2022-05-12 10:00:00,2022-06-09 10:00:00
756,757,512,50,4206,50,2022-05-12 10:00:00,2022-06-09 10:00:00
757,758,512,60,4207,30,2022-05-12 10:00:00,2022-06-09 10:00:00
758,759,512,75,4208,10,2022-05-12 10:00:00,2022-06-09 10:00:00
759,760,512,20,4225,1,2022-05-12 10:00:00,2022-06-09 10:00:00
760,761,512,20,4308,1,2022-05-12 10:00:00,2022-06-09 10:00:00
761,762,512,10,4217,1,2022-05-12 10:00:00,2022-06-09 10:00:00
762,763,512,5,4218,1,2022-05-12 10:00:00,2022-06-09 10:00:00
763,764,512,1,4212,200,2022-05-12 10:00:00,2022-06-09 10:00:00
764,765,513,5000,4214,1,2022-05-12 10:00:00,2022-06-09 10:00:00
765,766,513,5000,4202,1,2022-05-12 10:00:00,2022-06-09 10:00:00
766,767,513,2000,4247,1,2022-05-12 10:00:00,2022-06-09 10:00:00
767,768,513,2000,4215,1,2022-05-12 10:00:00,2022-06-09 10:00:00
768,769,513,2000,4271,1,2022-05-12 10:00:00,2022-06-09 10:00:00
769,770,513,375,4204,20,2022-05-12 10:00:00,2022-06-09 10:00:00
770,771,513,625,4205,20,2022-05-12 10:00:00,2022-06-09 10:00:00
771,772,513,1250,4206,50,2022-05-12 10:00:00,2022-06-09 10:00:00
772,773,513,1500,4207,30,2022-05-12 10:00:00,2022-06-09 10:00:00
773,774,513,1850,4208,10,2022-05-12 10:00:00,2022-06-09 10:00:00
774,775,513,500,4225,1,2022-05-12 10:00:00,2022-06-09 10:00:00
775,776,513,500,4308,1,2022-05-12 10:00:00,2022-06-09 10:00:00
776,777,513,250,4217,1,2022-05-12 10:00:00,2022-06-09 10:00:00
777,778,513,125,4218,1,2022-05-12 10:00:00,2022-06-09 10:00:00
778,779,513,25,4212,200,2022-05-12 10:00:00,2022-06-09 10:00:00
779,780,512,800,4227,1,2022-06-09 10:00:00,2022-07-07 10:00:00
780,781,512,200,4223,1,2022-06-09 10:00:00,2022-07-07 10:00:00
781,782,512,200,4228,1,2022-06-09 10:00:00,2022-07-07 10:00:00
782,783,512,80,4271,1,2022-06-09 10:00:00,2022-07-07 10:00:00
783,784,512,80,4219,1,2022-06-09 10:00:00,2022-07-07 10:00:00
784,785,512,15,4204,20,2022-06-09 10:00:00,2022-07-07 10:00:00
785,786,512,25,4205,20,2022-06-09 10:00:00,2022-07-07 10:00:00
786,787,512,50,4206,50,2022-06-09 10:00:00,2022-07-07 10:00:00
787,788,512,60,4207,30,2022-06-09 10:00:00,2022-07-07 10:00:00
788,789,512,75,4208,10,2022-06-09 10:00:00,2022-07-07 10:00:00
789,790,512,20,4230,1,2022-06-09 10:00:00,2022-07-07 10:00:00
790,791,512,10,4210,1,2022-06-09 10:00:00,2022-07-07 10:00:00
791,792,512,5,4221,1,2022-06-09 10:00:00,2022-07-07 10:00:00
792,793,512,1,4212,200,2022-06-09 10:00:00,2022-07-07 10:00:00
793,794,513,5000,4223,1,2022-06-09 10:00:00,2022-07-07 10:00:00
794,795,513,5000,4228,1,2022-06-09 10:00:00,2022-07-07 10:00:00
795,796,513,2000,4271,1,2022-06-09 10:00:00,2022-07-07 10:00:00
796,797,513,2000,4219,1,2022-06-09 10:00:00,2022-07-07 10:00:00
797,798,513,2000,4215,1,2022-06-09 10:00:00,2022-07-07 10:00:00
798,799,513,375,4204,20,2022-06-09 10:00:00,2022-07-07 10:00:00
799,800,513,625,4205,20,2022-06-09 10:00:00,2022-07-07 10:00:00
800,801,513,1250,4206,50,2022-06-09 10:00:00,2022-07-07 10:00:00
801,802,513,1500,4207,30,2022-06-09 10:00:00,2022-07-07 10:00:00
802,803,513,1850,4208,10,2022-06-09 10:00:00,2022-07-07 10:00:00
803,804,513,500,4230,1,2022-06-09 10:00:00,2022-07-07 10:00:00
804,805,513,250,4210,1,2022-06-09 10:00:00,2022-07-07 10:00:00
805,806,513,125,4221,1,2022-06-09 10:00:00,2022-07-07 10:00:00
806,807,513,25,4212,200,2022-06-09 10:00:00,2022-07-07 10:00:00
