,mission_id,team_effect,month_team_count,team_count,mp,ammo,mre,part,duration,experience,expect_gun_level,get_gun_num,gun_n_pool,gun_1_pool,limit_guns,get_equip_num,equip_n_pool,equip_1_pool,limit_equips,draw_event_id
165,10032,5000,1,2,330,330,330,110,3300,150,50,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,101,60,39,147,178,174","147,178,174",0,,,,0
166,10033,8000,1,2,360,360,360,120,3900,210,65,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,26,36,78,170,138,144,174,180","180,170,138,144,174",0,,,,0
167,10034,10000,1,2,330,330,330,110,3300,200,70,0,,,,3,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",,0
168,10035,12000,1,2,360,360,360,120,3900,240,75,0,,,,3,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",,0
169,10036,8000,1,2,1000,1000,1000,1000,10000,1000,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,101,69,39,75,178,180","180,178",0,,,,0
170,10037,14000,1,2,600,600,600,200,6900,450,81,0,,,,5,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79,92",92,0
171,10038,16000,1,2,720,720,720,240,8100,540,87,0,,,,6,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79,92",92,0
172,10039,18000,1,2,360,360,360,120,3900,288,99,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,101,69,39,75,167,138,144,147","167,138,144,147",0,,,,0
173,10040,20000,1,2,600,600,600,200,6900,480,101,0,,,,5,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79,92",92,0
174,10041,21000,1,2,930,930,930,310,9900,750,103,8,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,103,72,42,88,174,170,167,178,180","180,174,178,170,167",0,,,,0
175,10042,22000,1,2,810,810,810,270,8700,650,105,0,,,,7,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79,92",92,0
176,10043,3000,1,2,1000,1000,1000,1000,10000,1000,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89",,0,,,,0
177,10044,1000,1,2,1000,1000,1000,1000,10000,1000,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,,,,0
178,10045,5000,1,2,1000,1000,1000,1000,10000,1000,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,26,60,42,1004","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,26,60,42,1004",1004,0,,,,0
179,10046,8000,1,2,1000,1000,1000,1000,10000,1000,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,101,118,39,1004","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,101,118,39,1004",1004,0,,,,0
180,10047,3000,1,2,1000,1000,1000,1000,10000,1000,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,66,36,78,1004","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,66,36,78,1004",1004,0,,,,0
181,10048,1000,1,2,1000,1000,1000,1000,10000,1000,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,103,69,88,1005","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,103,69,88,1005",1005,0,,,,0
182,10049,5000,1,2,1000,1000,1000,1000,10000,1000,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,101,39,78,1005","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,101,39,78,1005",1005,0,,,,0
183,10050,8000,1,2,1000,1000,1000,1000,10000,1000,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,60,42,78,1005","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,60,42,78,1005",1005,0,,,,0
184,10051,1500,1,1,105,105,105,35,2100,70,15,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89",,0,,,,0
185,10052,2500,1,1,60,60,60,20,1500,50,25,1,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,,,,0
186,10053,4000,1,2,360,360,360,120,3900,150,35,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,176",176,0,,,,0
187,10054,5000,1,2,480,480,480,160,5100,240,45,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,101,182,186,202","202,182,186",0,,,,0
188,10055,6500,1,2,240,240,240,80,2700,120,55,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,36,69,103,191,193","191,193",0,,,,0
189,10056,8000,1,2,360,360,360,120,3900,210,65,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,23,118,75,195,176,182","195,176,182",0,,,,0
190,10057,4000,1,2,360,360,360,120,3900,150,35,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100",,0,,,,0
191,10058,5000,1,2,450,450,450,150,4500,210,45,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,26",,0,,,,0
192,10059,6500,1,2,480,480,480,160,5100,240,55,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,39,88,176,186","176,186",0,,,,0
193,10060,8000,1,2,360,360,360,120,3900,210,65,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,150,39,78,191,193,195","191,193,195",0,,,,0
194,10061,6000,1,2,690,690,690,230,7500,330,60,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,60,36,182",182,0,,,,0
195,10062,7000,1,2,360,360,360,120,3900,210,65,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,168,42,69,191,193","191,193",0,,,,0
196,10063,8000,1,2,210,210,210,70,2100,105,70,2,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,72,78,195,176,182","195,176,182",0,,,,0
197,10064,10000,1,2,600,600,600,200,6900,350,75,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,101,66,85,186,193,195,28","28,186,193,195",0,,,,0
198,10065,10000,1,2,240,240,240,80,2700,140,70,2,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,103,60",,0,,,,0
199,10066,11000,1,2,330,330,330,110,3300,175,70,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,23,118",,0,,,,0
200,10067,12000,1,2,240,240,240,80,2700,152,75,2,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,66,36",,0,,,,0
201,10068,13000,1,2,240,240,240,80,2700,152,75,2,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,101,88,195",195,0,,,,0
202,10069,15000,1,2,450,450,450,150,4500,287,80,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,39,72,78,186,191","186,191",0,,,,0
203,10070,13500,1,2,240,240,240,80,2700,164,80,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,103,69,186",186,0,,,,0
204,10071,14000,1,2,330,330,330,110,3300,220,85,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,23,60,36,191",191,0,,,,0
205,10072,15000,1,2,570,570,570,190,5700,396,85,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,26,118,88,193",193,0,,,,0
206,10073,16000,1,2,480,480,480,160,5100,376,90,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,168,42,85,176,182,202","202,176,182",0,,,,0
207,10074,11500,1,2,600,600,600,200,6900,380,75,0,,,,5,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",,0
208,10075,13000,1,2,240,240,240,80,2700,164,80,0,,,,2,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",,0
209,10076,14000,1,2,210,210,210,70,2100,132,85,0,,,,2,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",,0
210,10077,16000,1,2,600,600,600,200,6900,470,90,0,,,,5,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89,106",106,0
211,10078,14000,1,2,360,360,360,120,3900,264,85,0,,,,3,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",,0
212,10079,15000,1,2,480,480,480,160,5100,376,90,0,,,,4,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",,0
213,10080,16000,1,2,720,720,720,240,8100,564,90,0,,,,6,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89,106",106,0
214,10081,18000,1,2,360,360,360,120,3900,300,95,0,,,,3,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89,106",106,0
215,10082,21000,1,2,960,960,960,320,10500,800,105,8,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,103,75,182,191,195","182,191,195",0,,,,0
216,10083,21500,1,2,570,570,570,190,5700,450,105,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,72,88,176,186,193","176,186,193",0,,,,0
217,10084,22000,1,2,930,930,930,310,9900,750,110,8,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,69,39,182,191,193","182,191,193",0,,,,0
218,10085,22500,1,2,210,210,210,70,2100,150,115,2,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,42,60,176,186,195","176,186,195",0,,,,0
219,10086,23000,1,2,240,240,240,80,2700,200,120,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,23,72,75,176,182,193","176,182,193",0,,,,0
220,10087,23500,1,2,450,450,450,150,4500,350,120,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,150,39,85,186,191,195,28","28,186,191,195",0,,,,0
221,10088,8000,1,2,330,330,330,110,3300,225,80,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,42,75,176,182",,0,,,,0
222,10089,20000,1,2,570,570,570,190,5700,450,110,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,101,42,66,186,191","186,191",0,,,,116
223,10090,26000,1,2,210,210,210,70,2100,150,120,2,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,118,78,193,195","193,195",0,,,,117
224,10091,8000,1,2,1000,1000,1000,1000,10000,1000,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,42,118,99,101,75,176,182,186,191,193,195,202,28","28,202,176,182,186,191,193,195",0,,,,0
225,10093,1000,1,2,1000,1000,1000,1000,10000,20,20,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,131",131,0,,,,0
226,10094,2000,1,2,1000,1000,1000,1000,10000,25,30,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,177",177,0,,,,0
227,10095,3000,1,2,1000,1000,1000,1000,10000,30,40,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,136",136,0,,,,0
228,10096,4000,1,2,1000,1000,1000,1000,10000,35,50,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,60,202",202,0,,,,0
229,10097,5500,1,2,1000,1000,1000,1000,10000,40,60,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,101,69,36,142",142,0,,,,0
230,10098,7000,1,2,1000,1000,1000,1000,10000,45,70,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,103,39,78,179",179,0,,,,0
231,10099,20000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,26,72,42,88,131",131,0,,,,0
232,10100,22000,1,2,1000,1000,1000,1000,10000,50,110,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,23,36,75,177",177,0,,,,0
233,10101,25000,1,2,1000,1000,1000,1000,10000,50,115,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,101,66,39,78,136",136,0,,,,0
234,10102,30000,1,2,1000,1000,1000,1000,10000,50,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,118,42,85,202",202,0,,,,0
235,10103,35000,1,2,1000,1000,1000,1000,10000,50,120,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,103,60,36,88,142",142,0,,,,0
236,10104,40000,1,2,1000,1000,1000,1000,10000,50,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,23,69,39,75,179",179,0,,,,0
237,10105,6000,1,2,1000,1000,1000,1000,10000,1000,100,5,"42,66,88,49,124,131,132,134,145,146","42,66,88,49,124,131,132,134,145,146","146,49,124,131,132,134,145",0,,,,0
238,10106,1500,1,1,60,60,60,20,1500,30,15,1,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89",,0,,,,0
239,10107,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
240,10108,2000,1,1,180,180,180,60,3900,120,20,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,,,,0
241,10109,2500,1,2,240,240,240,80,2700,88,25,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,201,217,99","201,217",0,,,,0
242,10110,3000,1,2,330,330,330,110,3300,125,30,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,210,218,1,101","210,218",0,,,,0
243,10111,3500,1,2,210,210,210,70,2100,81,35,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,209,220,100,26,226","226,209,220",0,,,,0
244,10112,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
245,10113,3500,1,2,330,330,330,110,3300,135,40,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,201,217,23,118,75,227","227,201,217",0,,,,0
246,10114,4000,1,2,360,360,360,120,3900,180,40,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,210,218,100,39,88","210,218",0,,,,0
247,10115,4500,1,2,360,360,360,120,3900,192,45,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,209,220,150,39,78","209,220",0,,,,0
248,10116,5000,1,2,360,360,360,120,3900,210,50,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,201,217,26,60,36","201,217",0,,,,0
249,10117,6000,1,2,570,570,570,190,5700,324,55,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,210,218,168,42,69,4","4,210,218",0,,,,0
250,10118,8000,1,2,1080,1080,1080,360,11700,684,65,9,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,209,220,1,72,78,229","229,209,220",0,,,,0
251,10120,10000,1,2,840,840,840,280,9300,560,75,7,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,201,217,101,66,85","201,217",0,,,,0
