,level,maxlife,pow,dodge,hit,armor_piercing,armor,shield,def,def_break
674,30175,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
675,30176,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
676,30177,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
677,30178,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
678,30179,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
679,30180,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
680,30181,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
681,30182,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
682,30183,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
683,30184,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
684,30185,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
685,30186,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
686,30187,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
687,30188,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
688,30189,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
689,30190,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
690,30191,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
691,30192,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
692,30193,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
693,30194,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
694,30195,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
695,30196,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
696,30197,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
697,30198,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
698,30199,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
699,30200,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
700,40001,22.68,6.94,2.14,3.33,3.0,30.72,1.0,336.0,1.0
701,40002,25.75,7.14,2.57,4.0,4.0,32.64,1.0,343.0,1.0
702,40003,28.82,7.34,2.57,4.0,4.0,32.64,1.0,349.0,1.0
703,40004,31.89,7.41,2.57,4.0,5.0,32.64,1.0,356.0,1.0
704,40005,34.97,7.61,3.0,4.67,5.0,32.64,1.0,363.0,1.0
705,40006,38.04,7.68,3.0,4.67,5.0,34.56,1.0,370.0,1.0
706,40007,41.11,7.89,3.0,4.67,6.0,34.56,1.0,376.0,1.0
707,40008,44.18,7.97,3.43,5.33,6.0,34.56,1.0,383.0,1.0
708,40009,47.25,8.18,3.43,5.33,7.0,34.56,1.0,390.0,1.0
709,40010,50.32,8.25,3.43,5.33,7.0,36.48,1.0,396.0,1.0
710,40011,53.39,8.46,3.86,6.0,7.0,36.48,1.0,403.0,1.0
711,40012,56.46,8.68,3.86,6.0,8.0,36.48,1.0,410.0,1.0
712,40013,59.54,8.76,3.86,6.0,8.0,36.48,1.0,417.0,1.0
713,40014,62.61,8.98,3.86,6.0,8.0,38.4,1.0,423.0,1.0
714,40015,65.68,9.06,4.29,6.67,9.0,38.4,1.0,430.0,1.0
715,40016,68.75,9.28,4.29,6.67,9.0,38.4,1.0,437.0,1.0
716,40017,71.82,9.36,4.29,6.67,10.0,38.4,1.0,443.0,1.0
717,40018,74.89,9.59,4.71,7.33,10.0,40.32,1.0,450.0,1.0
718,40019,77.96,9.67,4.71,7.33,10.0,40.32,1.0,457.0,1.0
719,40020,81.04,9.9,4.71,7.33,11.0,40.32,1.0,464.0,1.0
720,40021,83.63,10.13,5.14,8.0,11.0,40.32,1.0,470.0,1.0
721,40022,86.22,10.22,5.14,8.0,12.0,42.24,1.0,477.0,1.0
722,40023,88.81,10.46,5.14,8.0,12.0,42.24,1.0,484.0,1.0
723,40024,91.4,10.54,5.14,8.0,12.0,42.24,1.0,490.0,1.0
724,40025,93.99,10.78,5.57,8.67,13.0,42.24,1.0,497.0,1.0
725,40026,96.58,10.87,5.57,8.67,13.0,44.16,1.0,504.0,1.0
726,40027,99.17,11.11,5.57,8.67,13.0,44.16,1.0,511.0,1.0
727,40028,101.76,11.2,6.0,9.33,14.0,44.16,1.0,517.0,1.0
728,40029,104.35,11.45,6.0,9.33,14.0,44.16,1.0,524.0,1.0
729,40030,106.94,11.7,6.0,9.33,15.0,46.08,1.0,531.0,1.0
730,40031,109.53,11.79,6.43,10.0,15.0,46.08,1.0,537.0,1.0
731,40032,112.13,12.05,6.43,10.0,15.0,46.08,1.0,544.0,1.0
732,40033,114.72,12.14,6.43,10.0,16.0,46.08,1.0,551.0,1.0
733,40034,117.31,12.39,6.43,10.0,16.0,46.08,1.0,558.0,1.0
734,40035,119.9,12.49,6.86,10.67,17.0,48.0,1.0,564.0,1.0
735,40036,122.49,12.75,6.86,10.67,17.0,48.0,1.0,571.0,1.0
736,40037,125.08,12.84,6.86,10.67,17.0,48.0,1.0,578.0,1.0
737,40038,127.67,13.11,7.29,11.33,18.0,48.0,1.0,584.0,1.0
738,40039,130.26,13.38,7.29,11.33,18.0,49.92,1.0,591.0,1.0
739,40040,132.85,13.47,7.29,11.33,18.0,49.92,1.0,598.0,1.0
740,40041,135.44,13.75,7.71,12.0,19.0,49.92,1.0,605.0,1.0
741,40042,138.03,13.84,7.71,12.0,19.0,49.92,1.0,611.0,1.0
742,40043,140.62,14.12,7.71,12.0,20.0,51.84,1.0,618.0,1.0
743,40044,143.22,14.22,8.14,12.67,20.0,51.84,1.0,625.0,1.0
744,40045,145.81,14.5,8.14,12.67,20.0,51.84,1.0,631.0,1.0
745,40046,148.4,14.6,8.14,12.67,21.0,51.84,1.0,638.0,1.0
746,40047,150.99,14.88,8.14,12.67,21.0,53.76,1.0,645.0,1.0
747,40048,153.58,15.17,8.57,13.33,22.0,53.76,1.0,652.0,1.0
748,40049,156.17,15.27,8.57,13.33,22.0,53.76,1.0,658.0,1.0
749,40050,158.76,15.56,8.57,13.33,22.0,53.76,1.0,665.0,1.0
750,40051,164.81,15.56,9.0,14.0,23.0,55.68,1.0,672.0,1.0
751,40052,170.86,15.75,9.0,14.0,23.0,55.68,1.0,678.0,1.0
752,40053,176.9,15.75,9.0,14.0,23.0,55.68,1.0,685.0,1.0
753,40054,182.95,15.94,9.43,14.67,24.0,55.68,1.0,692.0,1.0
754,40055,189.0,15.94,9.43,14.67,24.0,57.6,1.0,698.0,1.0
755,40056,195.05,16.13,9.43,14.67,25.0,57.6,1.0,705.0,1.0
756,40057,201.1,16.31,9.43,14.67,25.0,57.6,1.0,712.0,1.0
757,40058,207.14,16.31,9.86,15.33,25.0,57.6,1.0,719.0,1.0
758,40059,213.19,16.5,9.86,15.33,26.0,59.52,1.0,725.0,1.0
759,40060,219.24,16.5,9.86,15.33,26.0,59.52,1.0,732.0,1.0
760,40061,225.29,16.69,10.29,16.0,26.0,59.52,1.0,739.0,1.0
761,40062,231.34,16.69,10.29,16.0,27.0,59.52,1.0,745.0,1.0
762,40063,237.38,16.88,10.29,16.0,27.0,61.44,1.0,752.0,1.0
763,40064,243.43,16.88,10.71,16.67,28.0,61.44,1.0,759.0,1.0
764,40065,249.48,17.06,10.71,16.67,28.0,61.44,1.0,766.0,1.0
765,40066,255.53,17.25,10.71,16.67,28.0,61.44,1.0,772.0,1.0
766,40067,261.58,17.25,10.71,16.67,29.0,61.44,1.0,779.0,1.0
767,40068,267.62,17.44,11.14,17.33,29.0,63.36,1.0,786.0,1.0
768,40069,273.67,17.44,11.14,17.33,30.0,63.36,1.0,792.0,1.0
769,40070,279.72,17.63,11.14,17.33,30.0,63.36,1.0,799.0,1.0
770,40071,285.77,17.63,11.57,18.0,30.0,63.36,1.0,806.0,1.0
771,40072,291.82,17.81,11.57,18.0,31.0,65.28,1.0,813.0,1.0
772,40073,297.86,17.81,11.57,18.0,31.0,65.28,1.0,819.0,1.0
773,40074,303.91,18.0,12.0,18.67,31.0,65.28,1.0,826.0,1.0
774,40075,309.96,18.19,12.0,18.67,32.0,65.28,1.0,833.0,1.0
775,40076,316.01,18.19,12.0,18.67,32.0,67.2,1.0,839.0,1.0
776,40077,322.06,18.38,12.43,19.33,33.0,67.2,1.0,846.0,1.0
777,40078,328.1,18.38,12.43,19.33,33.0,67.2,1.0,853.0,1.0
778,40079,334.15,18.56,12.43,19.33,33.0,67.2,1.0,860.0,1.0
779,40080,340.2,18.56,12.43,19.33,34.0,69.12,1.0,866.0,1.0
780,40081,369.12,18.75,12.86,20.0,34.0,69.12,1.0,873.0,1.0
781,40082,398.03,18.75,12.86,20.0,35.0,69.12,1.0,880.0,1.0
782,40083,426.95,18.94,12.86,20.0,35.0,69.12,1.0,886.0,1.0
783,40084,455.87,19.12,13.29,20.67,35.0,71.04,1.0,893.0,1.0
784,40085,484.79,19.12,13.29,20.67,36.0,71.04,1.0,900.0,1.0
785,40086,513.7,19.31,13.29,20.67,36.0,71.04,1.0,907.0,1.0
786,40087,542.62,19.31,13.71,21.33,36.0,71.04,1.0,913.0,1.0
787,40088,571.54,19.5,13.71,21.33,37.0,72.96,1.0,920.0,1.0
788,40089,600.46,19.5,13.71,21.33,37.0,72.96,1.0,927.0,1.0
789,40090,629.37,19.69,13.71,21.33,38.0,72.96,1.0,933.0,1.0
790,40091,658.29,19.69,14.14,22.0,38.0,72.96,1.0,940.0,1.0
791,40092,687.21,19.88,14.14,22.0,38.0,74.88,1.0,947.0,1.0
792,40093,716.13,20.06,14.14,22.0,39.0,74.88,1.0,954.0,1.0
793,40094,745.04,20.06,14.57,22.67,39.0,74.88,1.0,960.0,1.0
794,40095,773.96,20.25,14.57,22.67,40.0,74.88,1.0,967.0,1.0
795,40096,773.96,20.25,14.57,22.67,40.0,74.88,1.0,974.0,1.0
796,40097,793.8,20.44,15.0,23.33,40.0,76.8,1.0,980.0,1.0
797,40098,793.8,20.44,15.0,23.33,41.0,76.8,1.0,987.0,1.0
798,40099,793.8,20.63,15.0,23.33,41.0,76.8,1.0,994.0,1.0
799,40100,793.8,20.63,15.0,23.33,41.0,76.8,1.0,1000.0,1.0
800,40101,830.2,20.75,15.12,23.52,41.25,77.52,1.0,1007.0,1.0
801,40102,866.6,20.88,15.24,23.7,41.49,78.25,1.0,1014.0,1.0
802,40103,902.99,21.0,15.36,23.89,41.74,78.98,1.0,1021.0,1.0
803,40104,939.39,21.12,15.48,24.08,41.99,79.73,1.0,1027.0,1.0
804,40105,975.79,21.25,15.6,24.26,42.24,80.47,1.0,1034.0,1.0
805,40106,1012.19,21.38,15.72,24.45,42.5,81.23,1.0,1041.0,1.0
806,40107,1048.58,21.5,15.84,24.64,42.75,81.99,1.0,1047.0,1.0
807,40108,1084.98,21.63,15.96,24.82,43.01,82.76,1.0,1054.0,1.0
808,40109,1121.38,21.76,16.08,25.01,43.27,83.54,1.0,1061.0,1.0
809,40110,1157.78,21.89,16.2,25.2,43.52,84.33,1.0,1068.0,1.0
810,40111,1161.86,22.02,16.32,25.38,43.79,85.12,1.0,1074.0,1.0
811,40112,1165.95,22.15,16.44,25.57,44.05,85.92,1.0,1081.0,1.0
812,40113,1170.04,22.28,16.56,25.76,44.31,86.72,1.0,1088.0,1.0
813,40114,1174.13,22.41,16.68,25.94,44.58,87.54,1.0,1094.0,1.0
814,40115,1178.21,22.55,16.8,26.13,44.84,88.36,1.0,1101.0,1.0
815,40116,1182.3,22.68,16.92,26.32,45.11,89.19,1.0,1108.0,1.0
816,40117,1186.39,22.81,17.04,26.5,45.38,90.03,1.0,1115.0,1.0
817,40118,1190.47,22.95,17.16,26.69,45.65,90.87,1.0,1121.0,1.0
818,40119,1194.56,23.09,17.28,26.88,45.93,91.73,1.0,1128.0,1.0
819,40120,1198.65,23.22,17.4,27.06,46.2,92.59,1.0,1135.0,1.0
820,40121,1203.24,23.22,17.52,27.25,46.48,93.46,1.0,1141.0,1.0
821,40122,1207.84,23.22,17.64,27.44,46.76,94.33,1.0,1148.0,1.0
822,40123,1212.43,23.22,17.76,27.62,47.04,95.22,1.0,1155.0,1.0
823,40124,1217.02,23.22,17.88,27.81,47.32,96.11,1.0,1162.0,1.0
824,40125,1221.62,23.22,18.0,28.0,47.6,97.02,1.0,1168.0,1.0
825,40126,1226.21,23.22,18.12,28.18,47.89,97.93,1.0,1175.0,1.0
826,40127,1230.8,23.22,18.24,28.37,48.18,98.85,1.0,1182.0,1.0
827,40128,1235.4,23.22,18.36,28.56,48.46,99.77,1.0,1188.0,1.0
828,40129,1239.99,23.22,18.48,28.74,48.76,100.71,1.0,1195.0,1.0
829,40130,1244.59,23.22,18.6,28.93,49.05,101.66,1.0,1202.0,1.0
830,40131,1249.26,23.22,18.72,29.12,49.34,102.61,1.0,1209.0,1.0
831,40132,1253.94,23.22,18.84,29.3,49.64,103.57,1.0,1215.0,1.0
832,40133,1258.62,23.22,18.96,29.49,49.94,104.55,1.0,1222.0,1.0
833,40134,1263.29,23.22,19.08,29.68,50.24,105.53,1.0,1229.0,1.0
834,40135,1267.97,23.22,19.2,29.86,50.54,106.52,1.0,1235.0,1.0
835,40136,1272.65,23.22,19.32,30.05,50.84,107.52,1.0,1242.0,1.0
836,40137,1277.32,23.22,19.44,30.24,51.15,108.53,1.0,1249.0,1.0
837,40138,1282.0,23.22,19.56,30.42,51.46,109.55,1.0,1256.0,1.0
838,40139,1286.68,23.22,19.68,30.61,51.76,110.57,1.0,1262.0,1.0
839,40140,1291.35,23.22,19.8,30.8,52.08,111.61,1.0,1269.0,1.0
840,40141,1304.7,23.22,19.92,30.98,52.08,112.17,1.0,1276.0,1.0
841,40142,1318.05,23.22,20.04,31.17,52.08,112.73,1.0,1282.0,1.0
842,40143,1331.39,23.22,20.16,31.36,52.08,113.29,1.0,1289.0,1.0
843,40144,1344.74,23.22,20.28,31.54,52.08,113.86,1.0,1296.0,1.0
844,40145,1358.09,23.22,20.4,31.73,52.08,114.43,1.0,1303.0,1.0
845,40146,1371.44,23.22,20.52,31.92,52.08,115.0,1.0,1309.0,1.0
846,40147,1384.78,23.22,20.64,32.1,52.08,115.58,1.0,1316.0,1.0
847,40148,1398.13,23.22,20.76,32.29,52.08,116.16,1.0,1323.0,1.0
848,40149,1411.48,23.22,20.88,32.48,52.08,116.74,1.0,1329.0,1.0
849,40150,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
850,40151,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
851,40152,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
852,40153,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
853,40154,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
854,40155,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
855,40156,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
856,40157,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
857,40158,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
858,40159,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
859,40160,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
860,40161,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
861,40162,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
862,40163,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
863,40164,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
864,40165,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
865,40166,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
866,40167,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
867,40168,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
868,40169,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
869,40170,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
870,40171,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
871,40172,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
872,40173,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
873,40174,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
874,40175,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
875,40176,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
876,40177,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
877,40178,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
878,40179,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
879,40180,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
880,40181,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
881,40182,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
882,40183,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
883,40184,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
884,40185,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
885,40186,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
886,40187,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
887,40188,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
888,40189,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
889,40190,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
890,40191,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
891,40192,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
892,40193,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
893,40194,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
894,40195,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
895,40196,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
896,40197,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
897,40198,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
898,40199,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
899,40200,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
900,50001,226.8,6.94,2.14,3.33,3.0,7.68,1.0,336.0,1.0
901,50002,246.33,7.14,2.57,4.0,4.0,7.99,1.0,343.0,1.0
902,50003,246.33,7.34,2.57,4.0,4.0,8.29,1.0,349.0,1.0
903,50004,246.33,7.41,2.57,4.0,5.0,8.6,1.0,356.0,1.0
904,50005,246.33,7.61,3.0,4.67,5.0,8.91,1.0,363.0,1.0
905,50006,260.82,7.68,3.0,4.67,5.0,9.22,1.0,370.0,1.0
906,50007,266.49,7.89,3.0,4.67,6.0,9.52,1.0,376.0,1.0
907,50008,266.49,7.97,3.43,5.33,6.0,9.83,1.0,383.0,1.0
908,50009,266.49,8.18,3.43,5.33,7.0,10.14,1.0,390.0,1.0
909,50010,281.29,8.25,3.43,5.33,7.0,10.44,1.0,396.0,1.0
910,50011,281.29,8.46,3.86,6.0,7.0,10.75,1.0,403.0,1.0
911,50012,281.29,8.68,3.86,6.0,8.0,11.06,1.0,410.0,1.0
912,50013,287.28,8.76,3.86,6.0,8.0,11.37,1.0,417.0,1.0
913,50014,302.4,8.98,3.86,6.0,8.0,11.67,1.0,423.0,1.0
914,50015,302.4,9.06,4.29,6.67,9.0,11.98,1.0,430.0,1.0
915,50016,302.4,9.28,4.29,6.67,9.0,12.29,1.0,437.0,1.0
916,50017,302.4,9.36,4.29,6.67,10.0,12.6,1.0,443.0,1.0
917,50018,324.14,9.59,4.71,7.33,10.0,12.9,1.0,450.0,1.0
918,50019,324.14,9.67,4.71,7.33,10.0,13.21,1.0,457.0,1.0
919,50020,324.14,9.9,4.71,7.33,11.0,13.52,1.0,464.0,1.0
920,50021,324.14,10.13,5.14,8.0,11.0,13.82,1.0,470.0,1.0
921,50022,339.57,10.22,5.14,8.0,12.0,14.13,1.0,477.0,1.0
922,50023,339.57,10.46,5.14,8.0,12.0,14.44,1.0,484.0,1.0
923,50024,346.5,10.54,5.14,8.0,12.0,14.75,1.0,490.0,1.0
924,50025,346.5,10.78,5.57,8.67,13.0,15.36,1.0,497.0,1.0
925,50026,362.25,10.87,5.57,8.67,13.0,15.67,1.0,504.0,1.0
926,50027,362.25,11.11,5.57,8.67,13.0,15.97,1.0,511.0,1.0
927,50028,362.25,11.2,6.0,9.33,14.0,16.28,1.0,517.0,1.0
928,50029,369.5,11.45,6.0,9.33,14.0,16.59,1.0,524.0,1.0
929,50030,385.56,11.7,6.0,9.33,15.0,16.9,1.0,531.0,1.0
930,50031,385.56,11.79,6.43,10.0,15.0,17.2,1.0,537.0,1.0
931,50032,385.56,12.05,6.43,10.0,15.0,17.51,1.0,544.0,1.0
932,50033,385.56,12.14,6.43,10.0,16.0,17.82,1.0,551.0,1.0
933,50034,385.56,12.39,6.43,10.0,16.0,18.12,1.0,558.0,1.0
934,50035,409.5,12.49,6.86,10.67,17.0,18.43,1.0,564.0,1.0
935,50036,409.5,12.75,6.86,10.67,17.0,18.74,1.0,571.0,1.0
936,50037,409.5,12.84,6.86,10.67,17.0,19.05,1.0,578.0,1.0
937,50038,409.5,13.11,7.29,11.33,18.0,19.35,1.0,584.0,1.0
938,50039,425.88,13.38,7.29,11.33,18.0,19.66,1.0,591.0,1.0
939,50040,434.07,13.47,7.29,11.33,18.0,19.97,1.0,598.0,1.0
940,50041,434.07,13.75,7.71,12.0,19.0,20.28,1.0,605.0,1.0
941,50042,434.07,13.84,7.71,12.0,19.0,20.58,1.0,611.0,1.0
942,50043,450.77,14.12,7.71,12.0,20.0,20.89,1.0,618.0,1.0
943,50044,450.77,14.22,8.14,12.67,20.0,21.2,1.0,625.0,1.0
944,50045,450.77,14.5,8.14,12.67,20.0,21.5,1.0,631.0,1.0
945,50046,459.27,14.6,8.14,12.67,21.0,21.81,1.0,638.0,1.0
946,50047,476.28,14.88,8.14,12.67,21.0,22.12,1.0,645.0,1.0
947,50048,476.28,15.17,8.57,13.33,22.0,22.43,1.0,652.0,1.0
948,50049,476.28,15.27,8.57,13.33,22.0,22.73,1.0,658.0,1.0
949,50050,476.28,15.56,8.57,13.33,22.0,23.04,1.0,665.0,1.0
950,50051,502.42,15.56,9.0,14.0,23.0,24.12,1.0,672.0,1.0
951,50052,502.42,15.75,9.0,14.0,23.0,25.19,1.0,678.0,1.0
952,50053,502.42,15.75,9.0,14.0,23.0,26.27,1.0,685.0,1.0
953,50054,502.42,15.94,9.43,14.67,24.0,27.34,1.0,692.0,1.0
954,50055,519.75,15.94,9.43,14.67,24.0,28.42,1.0,698.0,1.0
955,50056,519.75,16.13,9.43,14.67,25.0,29.49,1.0,705.0,1.0
956,50057,529.2,16.31,9.43,14.67,25.0,30.57,1.0,712.0,1.0
957,50058,529.2,16.31,9.86,15.33,25.0,31.64,1.0,719.0,1.0
958,50059,546.84,16.5,9.86,15.33,26.0,32.72,1.0,725.0,1.0
959,50060,546.84,16.5,9.86,15.33,26.0,33.79,1.0,732.0,1.0
960,50061,546.84,16.69,10.29,16.0,26.0,34.87,1.0,739.0,1.0
961,50062,556.61,16.69,10.29,16.0,27.0,35.94,1.0,745.0,1.0
962,50063,574.56,16.88,10.29,16.0,27.0,37.02,1.0,752.0,1.0
963,50064,574.56,16.88,10.71,16.67,28.0,38.09,1.0,759.0,1.0
964,50065,574.56,17.06,10.71,16.67,28.0,39.17,1.0,766.0,1.0
965,50066,574.56,17.25,10.71,16.67,28.0,40.24,1.0,772.0,1.0
966,50067,574.56,17.25,10.71,16.67,29.0,41.32,1.0,779.0,1.0
967,50068,602.91,17.44,11.14,17.33,29.0,42.39,1.0,786.0,1.0
968,50069,602.91,17.44,11.14,17.33,30.0,43.47,1.0,792.0,1.0
969,50070,602.91,17.63,11.14,17.33,30.0,44.54,1.0,799.0,1.0
970,50071,602.91,17.63,11.57,18.0,30.0,45.62,1.0,806.0,1.0
971,50072,621.18,17.81,11.57,18.0,31.0,46.69,1.0,813.0,1.0
972,50073,631.89,17.81,11.57,18.0,31.0,47.77,1.0,819.0,1.0
973,50074,631.89,18.0,12.0,18.67,31.0,48.84,1.0,826.0,1.0
974,50075,631.89,18.19,12.0,18.67,32.0,49.92,1.0,833.0,1.0
975,50076,650.47,18.19,12.0,18.67,32.0,51.0,1.0,839.0,1.0
976,50077,650.47,18.38,12.43,19.33,33.0,52.07,1.0,846.0,1.0
977,50078,650.47,18.38,12.43,19.33,33.0,53.15,1.0,853.0,1.0
978,50079,661.5,18.56,12.43,19.33,33.0,54.22,1.0,860.0,1.0
979,50080,680.4,18.56,12.43,19.33,34.0,55.3,1.0,866.0,1.0
980,50081,680.4,18.75,12.86,20.0,34.0,56.37,1.0,873.0,1.0
981,50082,680.4,18.75,12.86,20.0,35.0,57.45,1.0,880.0,1.0
982,50083,680.4,18.94,12.86,20.0,35.0,58.52,1.0,886.0,1.0
983,50084,710.95,19.12,13.29,20.67,35.0,59.6,1.0,893.0,1.0
984,50085,710.95,19.12,13.29,20.67,36.0,60.67,1.0,900.0,1.0
985,50086,710.95,19.31,13.29,20.67,36.0,61.75,1.0,907.0,1.0
986,50087,710.95,19.31,13.71,21.33,36.0,62.82,1.0,913.0,1.0
987,50088,730.17,19.5,13.71,21.33,37.0,63.9,1.0,920.0,1.0
988,50089,730.17,19.5,13.71,21.33,37.0,64.97,1.0,927.0,1.0
989,50090,742.14,19.69,13.71,21.33,38.0,66.05,1.0,933.0,1.0
990,50091,742.14,19.69,14.14,22.0,38.0,67.12,1.0,940.0,1.0
991,50092,761.67,19.88,14.14,22.0,38.0,68.2,1.0,947.0,1.0
992,50093,761.67,20.06,14.14,22.0,39.0,69.27,1.0,954.0,1.0
993,50094,761.67,20.06,14.57,22.67,39.0,70.35,1.0,960.0,1.0
994,50095,773.96,20.25,14.57,22.67,40.0,71.42,1.0,967.0,1.0
995,50096,773.96,20.25,14.57,22.67,40.0,72.5,1.0,974.0,1.0
996,50097,793.8,20.44,15.0,23.33,40.0,73.57,1.0,980.0,1.0
997,50098,793.8,20.44,15.0,23.33,41.0,74.65,1.0,987.0,1.0
998,50099,793.8,20.63,15.0,23.33,41.0,75.72,1.0,994.0,1.0
999,50100,793.8,20.63,15.0,23.33,41.0,76.8,1.0,1000.0,1.0
1000,50101,817.62,20.84,15.15,23.56,41.0,77.52,1.0,1007.0,1.0
1001,50102,841.43,21.05,15.3,23.8,42.0,78.25,1.0,1014.0,1.0
1002,50103,865.25,21.26,15.45,24.03,42.0,78.98,1.0,1021.0,1.0
1003,50104,889.06,21.46,15.6,24.26,43.0,79.73,1.0,1027.0,1.0
1004,50105,912.88,21.67,15.75,24.5,43.0,80.47,1.0,1034.0,1.0
1005,50106,936.69,21.88,15.9,24.73,43.0,81.23,1.0,1041.0,1.0
1006,50107,960.51,22.09,16.05,24.96,44.0,81.99,1.0,1047.0,1.0
1007,50108,984.32,22.3,16.2,25.2,44.0,82.76,1.0,1054.0,1.0
